time,valence,arousal
0,0.527,9.5
50,0.525,9.5
100,0.524,9.5
150,0.524,9.5
200,0.524,9.5
250,0.524,9.5
300,0.524,9.5
350,0.524,9.5
400,0.524,9.5
450,0.524,9.5
500,0.524,9.5
550,0.524,9.5
600,0.524,9.5
650,0.524,9.5
700,0.524,9.5
750,0.524,9.5
800,0.524,9.5
850,0.524,9.5
900,0.524,9.5
950,0.524,9.5
1000,0.524,9.5
1050,0.524,9.5
1100,0.524,9.5
1150,0.524,9.5
1200,0.524,9.5
1250,0.524,9.5
1300,0.524,9.5
1350,0.524,9.5
1400,0.524,9.5
1450,0.524,9.5
1500,0.524,9.5
1550,0.524,9.5
1600,0.524,9.5
1650,0.524,9.5
1700,0.524,9.5
1750,0.524,9.5
1800,0.524,9.5
1850,0.524,9.5
1900,0.524,9.5
1950,0.524,9.5
2000,0.524,9.5
2050,0.524,9.5
2100,0.524,9.5
2150,0.524,9.5
2200,0.524,9.5
2250,0.524,9.5
2300,0.524,9.5
2350,0.524,9.5
2400,0.524,9.5
2450,0.524,9.5
2500,0.524,9.5
2550,0.524,9.5
2600,0.524,9.5
2650,0.524,9.5
2700,0.524,9.5
2750,0.524,9.5
2800,0.524,9.5
2850,0.524,9.5
2900,0.523,9.5
2950,0.523,9.5
3000,0.52,9.5
3050,0.519,9.5
3100,0.518,9.5
3150,0.518,9.5
3200,0.518,9.5
3250,0.518,9.5
3300,0.518,9.5
3350,0.518,9.5
3400,0.518,9.5
3450,0.518,9.5
3500,0.518,9.5
3550,0.518,9.5
3600,0.518,9.5
3650,0.518,9.5
3700,0.518,9.5
3750,0.518,9.5
3800,0.518,9.5
3850,0.518,9.5
3900,0.518,9.5
3950,0.518,9.5
4000,0.518,9.5
4050,0.518,9.5
4100,0.518,9.5
4150,0.518,9.5
4200,0.518,9.5
4250,0.518,9.5
4300,0.518,9.5
4350,0.518,9.5
4400,0.518,9.5
4450,0.518,9.5
4500,0.518,9.5
4550,0.518,9.5
4600,0.518,9.5
4650,0.518,9.5
4700,0.518,9.5
4750,0.518,9.5
4800,0.518,9.5
4850,0.518,9.5
4900,0.518,9.5
4950,0.518,9.5
5000,0.518,9.5
5050,0.518,9.5
5100,0.518,9.5
5150,0.518,9.5
5200,0.518,9.5
5250,0.516,9.5
5300,0.512,9.5
5350,0.505,9.5
5400,0.501,9.5
5450,0.5,9.5
5500,0.5,9.5
5550,0.5,9.5
5600,0.5,9.5
5650,0.5,9.5
5700,0.5,9.5
5750,0.5,9.5
5800,0.5,9.5
5850,0.5,9.5
5900,0.5,9.5
5950,0.5,9.5
6000,0.5,9.5
6050,0.5,9.5
6100,0.5,9.5
6150,0.5,9.5
6200,0.5,9.5
6250,0.5,9.5
6300,0.5,9.5
6350,0.5,9.5
6400,0.5,9.5
6450,0.5,9.5
6500,0.5,9.5
6550,0.5,9.5
6600,0.5,9.5
6650,0.5,9.5
6700,0.5,9.5
6750,0.5,9.5
6800,0.5,9.5
6850,0.5,9.5
6900,0.5,9.5
6950,0.5,9.5
7000,0.5,9.5
7050,0.5,9.5
7100,0.5,9.5
7150,0.5,9.5
7200,0.5,9.5
7250,0.5,9.5
7300,0.5,9.5
7350,0.5,9.5
7400,0.5,9.5
7450,0.5,9.5
7500,0.5,9.5
7550,0.5,9.5
7600,0.5,9.5
7650,0.5,9.5
7700,0.5,9.5
7750,0.5,9.5
7800,0.506,9.5
7850,0.532,9.5
7900,0.564,9.5
7950,0.585,9.5
