time,valence,arousal
0,5.0,5.0
50,5.0,5.0
100,5.0,5.0
150,5.0,5.0
200,5.0,5.0
250,5.0,5.0
300,5.0,5.0
350,5.0,5.0
400,5.0,5.0
450,5.0,5.0
500,5.0,5.0
550,5.0,5.0
600,5.0,5.0
650,5.0,5.0
700,5.0,5.0
750,5.0,5.0
800,5.0,5.0
850,5.0,5.0
900,5.0,5.0
950,5.0,5.0
1000,5.0,5.0
1050,5.0,5.0
1100,5.0,5.0
1150,5.0,5.0
1200,5.0,5.0
1250,5.0,5.0
1300,5.0,5.0
1350,5.0,5.0
1400,5.0,5.0
1450,5.0,5.0
1500,5.0,5.0
1550,5.0,5.0
1600,5.0,5.0
1650,5.0,5.0
1700,5.0,5.0
1750,5.0,5.0
1800,5.0,5.0
1850,5.0,5.0
1900,5.0,5.0
1950,5.0,5.0
2000,5.0,5.0
2050,5.0,5.0
2100,5.0,5.0
2150,5.0,5.0
2200,5.0,5.0
2250,5.0,5.0
2300,5.0,5.0
2350,5.0,5.0
2400,5.0,5.0
2450,5.0,5.0
2500,5.001,5.0
2550,5.012,5.0
2600,5.018,5.0
2650,5.025,5.0
2700,5.033,5.0
2750,5.047,5.0
2800,5.054,5.0
2850,5.064,5.0
2900,5.072,5.0
2950,5.097,4.999
3000,5.106,4.994
3050,5.144,4.985
3100,5.161,4.966
3150,5.163,4.955
3200,5.183,4.939
3250,5.2,4.889
3300,5.212,4.889
3350,5.222,4.889
3400,5.239,4.889
3450,5.252,4.879
3500,5.288,4.799
3550,5.308,4.799
3600,5.316,4.799
3650,5.325,4.799
3700,5.335,4.798
3750,5.351,4.792
3800,5.369,4.783
3850,5.386,4.78
3900,5.4,4.76
3950,5.42,4.744
4000,5.433,4.732
4050,5.445,4.72
4100,5.463,4.693
4150,5.477,4.662
4200,5.504,4.635
4250,5.532,4.6
4300,5.556,4.561
4350,5.592,4.537
4400,5.625,4.505
4450,5.654,4.469
4500,5.673,4.435
4550,5.686,4.413
4600,5.688,4.413
4650,5.705,4.414
4700,5.735,4.429
4750,5.767,4.506
4800,5.803,4.563
4850,5.838,4.635
4900,5.864,4.692
4950,5.894,4.728
5000,5.923,4.764
5050,5.956,4.789
5100,5.99,4.81
5150,6.01,4.821
5200,6.019,4.823
5250,6.024,4.825
5300,6.024,4.827
5350,6.024,4.839
5400,6.03,4.869
5450,6.045,4.898
5500,6.054,4.932
5550,6.072,4.949
5600,6.088,4.967
5650,6.107,4.985
5700,6.113,4.986
5750,6.124,4.999
5800,6.131,5.013
5850,6.144,5.022
5900,6.158,5.023
5950,6.16,5.032
6000,6.16,5.042
6050,6.16,5.052
6100,6.16,5.056
6150,6.16,5.065
6200,6.16,5.072
6250,6.165,5.076
6300,6.179,5.076
6350,6.191,5.076
6400,6.224,5.076
6450,6.292,5.076
6500,6.393,5.075
6550,6.485,5.07
6600,6.508,5.062
6650,6.508,5.061
6700,6.508,5.058
6750,6.508,5.055
6800,6.508,5.04
6850,6.512,5.025
6900,6.512,5.019
6950,6.513,5.012
7000,6.517,4.999
7050,6.518,4.992
7100,6.53,4.991
7150,6.531,4.99
7200,6.541,4.985
7250,6.55,4.975
7300,6.556,4.954
7350,6.567,4.946
7400,6.569,4.946
7450,6.572,4.944
7500,6.572,4.934
7550,6.572,4.931
7600,6.572,4.924
7650,6.575,4.914
7700,6.591,4.903
7750,6.609,4.896
7800,6.643,4.896
7850,6.674,4.896
7900,6.689,4.896
7950,6.696,4.896
8000,6.696,4.896
8050,6.696,4.896
8100,6.696,4.896
8150,6.696,4.896
8200,6.696,4.896
8250,6.696,4.896
8300,6.696,4.896
8350,6.696,4.896
8400,6.696,4.896
8450,6.696,4.896
8500,6.696,4.896
