time,ecg,bvp,gsr,rsp,skt,emg_zygo,emg_coru,emg_trap
0,0.767,38.029,14.473,33.66,30.627,6.467,6.713,6.96
1,0.761,38.181,14.376,33.669,30.627,6.548,6.632,6.96
2,0.757,38.288,14.383,33.66,30.62,6.63,6.672,7.0
3,0.774,38.308,14.449,33.66,30.627,6.468,6.713,7.001
4,0.774,38.087,14.387,33.66,30.62,6.507,6.672,7.082
5,0.774,38.229,14.445,33.66,30.62,6.549,6.631,7.002
6,0.793,38.298,14.473,33.65,30.62,6.549,6.631,6.96
7,0.787,38.154,14.462,33.641,30.623,6.508,6.672,7.0
8,0.78,38.172,14.438,33.65,30.617,6.508,6.591,6.96
9,0.78,38.287,14.438,33.641,30.623,6.508,6.671,7.0
10,0.764,38.375,14.418,33.65,30.623,6.508,6.591,7.041
11,0.774,38.021,14.477,33.631,30.623,6.508,6.631,7.042
12,0.767,38.123,14.473,33.621,30.62,6.549,6.631,7.001
13,0.754,38.277,14.446,33.659,30.627,6.549,6.59,7.123
14,0.754,38.375,14.454,33.65,30.627,6.63,6.671,7.124
15,0.751,38.088,14.45,33.66,30.641,6.631,6.835,7.124
16,0.754,38.219,14.43,33.669,30.634,6.631,6.796,7.205
17,0.767,38.365,14.453,33.679,30.637,6.631,6.795,7.165
18,0.777,38.433,14.489,33.698,30.641,6.672,6.795,7.206
19,0.774,38.108,14.489,33.679,30.634,6.672,6.714,7.206
20,0.787,38.277,14.372,33.698,30.62,6.55,6.672,7.125
21,0.784,38.394,14.418,33.67,30.63,6.59,6.591,7.205
22,0.787,38.434,14.395,33.65,30.627,6.509,6.59,7.084
23,0.784,38.204,14.457,33.65,30.627,6.467,6.59,7.042
24,0.784,38.355,14.442,33.65,30.627,6.507,6.631,7.123
25,0.774,38.462,14.442,33.669,30.627,6.508,6.631,7.043
26,0.78,38.501,14.446,33.669,30.634,6.386,6.631,6.96
27,0.793,38.185,14.418,33.65,30.627,6.425,6.672,7.041
28,0.787,38.307,14.449,33.669,30.627,6.466,6.631,7.001
29,0.793,38.413,14.469,33.641,30.627,6.467,6.55,7.041
30,0.803,38.453,14.516,33.65,30.627,6.345,6.549,7.001
31,0.794,38.137,14.501,33.66,30.627,6.384,6.63,7.041
32,0.793,38.258,14.439,33.708,30.634,6.466,6.631,7.042
33,0.784,38.384,14.438,33.67,30.63,6.467,6.631,7.042
34,0.774,38.357,14.504,33.66,30.63,6.426,6.631,7.123
35,0.761,38.347,14.489,33.65,30.634,6.466,6.712,7.124
36,0.764,38.471,14.442,33.669,30.634,6.426,6.713,7.043
37,0.774,38.559,14.489,33.669,30.63,6.426,6.632,7.001
38,0.767,38.147,14.446,33.669,30.624,6.385,6.672,7.041
39,0.77,38.258,14.411,33.689,30.627,6.385,6.631,6.96
40,0.787,38.394,14.414,33.631,30.627,6.303,6.55,6.838
41,0.774,38.462,14.422,33.631,30.62,6.262,6.508,6.796
42,0.771,38.175,14.442,33.612,30.62,6.302,6.63,6.836
43,0.774,38.326,14.45,33.688,30.613,6.262,6.672,6.877
44,0.777,38.442,14.422,33.631,30.623,6.302,6.672,6.877
45,0.78,38.52,14.489,33.621,30.627,6.425,6.672,6.959
46,0.803,38.09,14.438,33.669,30.63,6.344,6.753,6.96
47,0.797,38.2,14.418,33.641,30.627,6.343,6.714,6.96
48,0.794,38.326,14.442,33.631,30.627,6.384,6.672,6.919
49,0.8,38.394,14.477,33.621,30.627,6.385,6.753,6.959
50,0.784,38.127,14.438,33.611,30.634,6.425,6.795,6.919
51,0.79,38.277,14.418,33.631,30.627,6.385,6.714,6.959
52,0.777,38.394,14.418,33.621,30.627,6.385,6.713,7.0
53,0.777,38.443,14.516,33.611,30.627,6.385,6.794,7.082
54,0.771,38.098,14.493,33.698,30.62,6.385,6.714,7.042
