time,ecg,bvp,gsr,rsp,skt,emg_zygo,emg_coru,emg_trap
0,0.754,36.884,15.522,41.81,27.647,5.153,7.945,13.161
1,0.751,37.02,15.656,41.878,27.658,5.317,8.027,13.325
2,0.734,37.117,15.475,41.82,27.647,5.153,7.945,13.202
3,0.734,37.194,15.656,41.829,27.647,5.112,7.986,13.284
4,0.731,37.02,15.431,41.81,27.644,5.153,7.945,13.202
5,0.728,37.175,15.569,41.839,27.654,5.235,7.986,13.325
6,0.711,37.272,15.526,41.81,27.644,5.153,7.822,13.284
7,0.728,37.339,15.546,41.829,27.647,5.194,7.945,13.161
8,0.734,37.029,15.633,41.858,27.654,5.276,8.027,13.325
9,0.724,37.146,15.471,41.829,27.651,5.153,7.863,13.12
10,0.721,37.262,15.569,41.868,27.654,5.276,7.945,13.038
11,0.728,37.291,15.447,41.81,27.644,5.153,7.945,12.915
12,0.724,37.078,15.566,41.839,27.651,5.194,7.904,12.873
13,0.724,37.165,15.388,41.829,27.644,5.153,7.781,12.709
14,0.738,37.291,15.625,41.839,27.647,5.153,7.863,12.586
15,0.744,37.359,15.428,41.878,27.658,5.317,7.986,12.586
16,0.741,36.991,15.542,41.829,27.647,5.153,7.822,12.339
17,0.747,37.117,15.522,41.829,27.647,5.194,7.863,12.298
18,0.751,37.204,15.498,41.839,27.64,5.153,7.781,12.134
19,0.734,37.281,15.668,41.849,27.647,5.235,7.904,12.134
20,0.734,37.088,15.546,41.781,27.637,5.112,7.699,11.97
21,0.741,37.223,15.605,41.829,27.644,5.153,7.781,11.929
22,0.741,37.349,15.463,41.868,27.654,5.317,8.027,12.052
23,0.734,36.971,15.506,41.839,27.647,5.194,7.945,11.847
24,0.724,37.068,15.4,41.839,27.647,5.194,8.027,11.806
25,0.718,37.155,15.593,41.82,27.644,5.07,7.986,11.723
26,0.718,37.243,15.443,41.839,27.654,5.194,8.069,11.764
27,0.721,37.0,15.53,41.839,27.644,5.112,8.069,11.559
28,0.721,37.175,15.376,41.839,27.644,5.112,8.069,11.477
29,0.734,37.33,15.542,41.868,27.654,5.235,8.109,11.559
30,0.721,37.378,15.542,41.829,27.651,5.194,8.109,11.477
