time,ecg,bvp,gsr,rsp,skt,emg_zygo,emg_coru,emg_trap
0,0.853,36.631,11.171,36.738,19.991,5.81,6.098,8.848
1,0.872,36.719,11.197,36.767,19.994,5.769,6.056,8.849
2,0.882,36.691,11.228,36.767,19.991,5.809,6.137,8.849
3,0.885,36.796,11.268,36.767,19.99,5.728,6.057,8.808
4,0.885,36.902,11.198,36.767,19.984,5.687,5.975,8.645
5,0.856,36.923,11.185,36.748,19.98,5.646,5.974,8.644
6,0.856,36.185,11.201,36.795,19.997,5.808,6.177,8.765
7,0.849,36.302,11.193,36.796,19.997,5.769,6.098,8.767
8,0.84,36.418,11.248,36.796,19.991,5.809,6.138,8.767
9,0.826,36.419,11.233,36.738,19.98,5.647,5.976,8.482
10,0.81,36.323,11.201,36.786,19.987,5.727,6.055,8.56
11,0.803,36.457,11.174,36.757,19.987,5.646,5.975,8.439
12,0.81,36.611,11.275,36.815,19.997,5.93,6.177,8.723
13,0.8,36.469,11.198,36.806,19.987,5.73,6.057,8.522
14,0.797,36.372,11.166,36.815,19.99,5.809,6.097,8.479
15,0.777,36.496,11.166,36.815,19.99,5.728,6.056,8.479
16,0.797,36.602,11.185,36.815,19.987,5.809,6.056,8.357
17,0.784,36.316,11.224,36.787,19.987,5.81,6.015,8.356
18,0.793,36.38,11.197,36.786,19.987,5.769,6.056,8.315
19,0.797,36.524,11.291,36.805,19.987,5.891,6.056,8.356
20,0.8,36.622,11.21,36.806,19.997,5.77,6.097,8.315
21,0.807,36.249,11.244,36.825,19.997,5.931,6.138,8.274
22,0.774,36.36,11.205,36.806,19.977,5.689,5.935,8.111
23,0.787,36.495,11.232,36.815,19.983,5.809,6.014,8.109
24,0.777,36.583,11.217,36.806,19.977,5.81,5.974,8.069
25,0.793,36.296,11.229,36.834,20.004,5.891,6.137,8.15
26,0.771,36.399,11.213,36.825,19.987,5.851,6.138,8.028
27,0.761,36.515,11.24,36.854,19.994,5.891,6.138,8.109
28,0.757,36.583,11.26,36.825,19.991,5.851,6.016,8.028
29,0.748,36.306,11.209,36.825,19.987,5.891,6.056,7.946
30,0.747,36.428,11.252,36.835,19.984,5.811,6.015,7.864
31,0.767,36.592,11.217,36.854,19.997,5.972,6.056,7.863
32,0.78,36.651,11.252,36.854,19.984,5.893,6.097,7.822
33,0.764,36.201,11.147,36.864,19.99,5.933,6.138,7.863
34,0.77,36.36,11.22,36.883,19.987,5.974,6.138,7.782
35,0.764,36.447,11.213,36.845,19.984,5.852,6.098,7.7
