time,ecg,bvp,gsr,rsp,skt,emg_zygo,emg_coru,emg_trap
0,1.129,36.37,32.759,41.751,25.747,4.865,5.645,19.363
1,1.116,36.265,32.743,41.675,25.74,4.946,5.645,19.281
2,1.125,36.37,32.814,41.684,25.757,4.988,5.645,19.239
3,1.122,36.486,32.822,41.684,25.751,4.907,5.645,19.198
4,1.112,36.621,32.728,41.713,25.754,4.947,5.686,19.117
5,1.102,36.335,32.743,41.703,25.757,5.029,5.727,19.116
6,1.112,36.457,32.825,41.675,25.744,4.867,5.646,19.116
7,1.119,36.602,32.74,41.694,25.754,4.906,5.686,19.116
8,1.115,36.709,32.786,41.761,25.754,4.987,5.687,19.441
9,1.119,36.393,32.74,41.723,25.757,5.07,5.809,19.851
10,1.122,36.515,32.786,41.694,25.757,5.111,5.81,20.18
11,1.122,36.65,32.806,41.703,25.761,4.989,5.85,20.793
12,1.122,36.728,32.818,41.703,25.754,4.988,5.81,21.572
13,1.102,36.48,32.689,41.713,25.754,5.029,5.81,22.596
14,1.093,36.64,32.719,41.713,25.761,4.989,5.769,23.379
15,1.092,36.786,32.821,41.703,25.757,4.988,5.85,24.037
16,1.099,36.854,32.721,41.742,25.764,5.07,5.769,24.41
17,1.079,36.529,32.751,41.723,25.768,5.07,5.931,24.739
18,1.066,36.641,32.771,41.694,25.747,5.03,5.811,24.701
19,1.06,36.767,32.845,41.684,25.747,4.948,5.728,24.701
20,1.05,36.816,32.799,41.665,25.75,4.947,5.727,24.416
21,1.05,36.711,32.748,41.684,25.75,4.907,5.768,24.129
22,1.05,36.863,32.802,41.77,25.754,4.906,5.768,23.923
23,1.033,36.98,32.728,41.685,25.75,4.987,5.809,23.555
24,1.02,37.0,32.825,41.694,25.757,5.029,5.81,23.063
25,1.014,36.761,32.76,41.684,25.751,5.07,5.85,22.611
26,1.014,36.902,32.763,41.684,25.747,4.948,5.729,22.037
27,1.027,37.047,32.829,41.703,25.75,4.988,5.768,21.625
28,1.023,36.943,32.799,41.723,25.761,5.07,5.891,21.296
29,1.023,36.885,32.693,41.723,25.754,5.07,5.811,21.048
30,1.02,37.028,32.754,41.723,25.75,5.03,5.891,20.883
31,1.01,37.154,32.798,41.704,25.757,5.07,5.851,20.841
32,1.01,36.753,32.791,41.684,25.754,5.03,5.851,20.597
33,1.01,36.816,32.826,41.674,25.75,5.07,5.851,20.553
34,1.01,37.008,32.822,41.713,25.761,5.07,5.851,20.716
35,1.001,37.096,32.771,41.732,25.764,5.152,6.013,20.961
36,0.987,37.193,32.802,41.713,25.761,5.071,5.893,21.086
37,0.971,37.319,32.713,41.703,25.754,5.03,5.811,20.924
38,0.971,37.473,32.755,41.675,25.75,4.948,5.769,21.004
39,0.948,37.542,32.759,41.684,25.747,4.947,5.728,21.005
40,0.932,36.776,32.837,41.694,25.75,4.988,5.768,20.883
41,0.925,36.931,32.826,41.675,25.75,5.029,5.768,20.76
42,0.928,37.048,32.818,41.703,25.75,5.07,5.809,20.636
