time,ecg,bvp,gsr,rsp,skt,emg_zygo,emg_coru,emg_trap
0,1.119,38.248,20.857,37.183,25.246,6.262,7.288,15.707
1,1.106,38.327,20.864,37.183,25.246,6.18,7.329,15.829
2,1.083,38.279,20.841,37.164,25.253,6.179,7.451,16.155
3,1.079,38.394,20.864,37.164,25.246,6.22,7.452,16.403
4,1.066,38.501,20.884,37.173,25.242,6.18,7.574,16.608
5,1.06,38.588,20.896,37.173,25.242,6.179,7.616,16.814
6,1.05,38.263,20.845,37.183,25.249,6.22,7.657,17.019
7,1.04,38.403,20.884,37.183,25.242,6.18,7.739,17.184
8,1.027,38.501,20.911,37.173,25.246,6.179,7.821,17.226
9,1.02,38.569,20.869,37.183,25.249,6.139,7.822,17.145
10,1.017,38.57,20.876,37.183,25.249,6.179,7.944,17.185
11,1.004,38.685,20.872,37.183,25.249,6.139,7.905,17.267
12,1.017,38.801,20.939,37.193,25.246,6.138,7.945,17.674
13,0.997,38.831,20.959,37.174,25.253,6.138,7.864,18.37
14,0.987,38.61,20.9,37.183,25.253,6.138,7.944,18.946
15,0.978,38.752,20.892,37.173,25.246,6.138,7.945,19.602
16,0.977,38.821,20.9,37.154,25.253,6.219,7.945,20.218
17,0.964,38.821,20.869,37.24,25.249,6.139,7.945,20.631
18,0.958,38.668,20.853,37.155,25.246,6.098,7.905,21.001
19,0.964,38.781,20.884,37.125,25.242,6.138,7.823,21.208
20,0.961,38.898,20.853,37.154,25.242,6.057,7.822,21.373
21,0.958,39.254,20.856,37.164,25.246,6.097,7.781,21.334
22,0.938,38.682,20.845,37.164,25.249,6.056,7.862,21.171
23,0.919,38.782,20.911,37.173,25.256,6.137,7.863,21.128
24,0.915,38.898,20.919,37.183,25.253,6.179,7.782,20.925
25,0.896,38.813,20.904,37.183,25.253,6.22,7.862,20.719
26,0.889,38.86,20.853,37.173,25.263,6.22,7.822,20.514
27,0.892,38.956,20.849,37.183,25.249,6.18,7.822,20.227
28,0.873,39.034,20.911,37.173,25.256,6.261,7.822,19.981
29,0.863,38.603,20.841,37.202,25.26,6.18,7.741,19.978
30,0.862,38.742,20.876,37.164,25.253,6.301,7.74,20.1
31,0.849,38.84,20.864,37.154,25.253,6.262,7.781,20.345
32,0.856,38.917,20.915,37.173,25.249,6.221,7.74,20.51
33,0.853,38.583,20.951,37.164,25.256,6.18,7.74,20.675
34,0.853,38.723,20.904,37.164,25.246,6.22,7.74,20.758
35,0.853,38.84,20.896,37.164,25.259,6.22,7.659,20.962
36,0.846,38.889,20.915,37.164,25.256,6.18,7.698,21.045
37,0.853,38.649,20.896,37.173,25.249,6.261,7.658,21.087
38,0.856,38.781,20.841,37.154,25.256,6.221,7.617,21.087
39,0.846,38.898,20.903,37.154,25.253,6.18,7.657,21.046
40,0.846,38.937,20.833,37.164,25.249,6.139,7.536,21.209
41,0.84,38.535,20.805,37.154,25.249,6.138,7.575,21.332
42,0.823,38.675,20.836,37.164,25.256,6.138,7.494,21.374
43,0.833,38.801,20.911,37.164,25.253,6.179,7.534,21.456
44,0.83,38.831,20.88,37.183,25.256,6.179,7.575,21.538
45,0.826,38.697,20.903,37.183,25.26,6.22,7.616,21.498
46,0.82,38.811,20.927,37.183,25.263,6.302,7.617,21.416
47,0.81,38.898,20.869,37.183,25.263,6.221,7.657,21.416
48,0.781,38.908,20.845,37.173,25.256,6.22,7.658,21.293
49,0.787,38.573,20.899,37.164,25.256,6.098,7.576,20.967
50,0.787,38.685,20.888,37.135,25.246,6.178,7.616,20.679
51,0.793,38.772,20.841,37.144,25.249,6.057,7.698,20.432
52,0.8,38.476,20.841,37.164,25.246,6.097,7.699,20.145
53,0.803,38.521,20.856,37.116,25.242,6.016,7.658,19.898
54,0.8,38.636,20.927,37.134,25.249,6.015,7.78,19.774
55,0.807,38.733,20.904,37.125,25.242,5.974,7.74,19.692
56,0.807,38.389,20.849,37.125,25.249,5.933,7.781,19.447
57,0.803,38.529,20.868,37.125,25.242,5.933,7.7,19.363
58,0.81,38.627,20.896,37.115,25.249,5.974,7.699,19.118
59,0.816,38.714,20.869,37.115,25.239,5.933,7.74,18.953
60,0.82,38.197,20.876,37.115,25.246,5.974,7.781,18.789
61,0.817,38.307,20.868,37.115,25.242,5.852,7.7,18.665
62,0.803,38.413,20.907,37.096,25.249,5.973,7.699,18.501
63,0.797,38.491,20.9,37.096,25.249,6.055,7.618,18.459
64,0.79,38.319,20.869,37.106,25.249,5.934,7.698,18.418
65,0.79,38.442,20.888,37.096,25.249,5.974,7.658,18.336
66,0.793,38.559,20.888,37.106,25.246,5.933,7.698,18.335
67,0.787,38.579,20.849,37.115,25.242,6.014,7.618,18.254
68,0.78,38.224,20.821,37.125,25.249,6.056,7.576,18.213
69,0.787,38.355,20.919,37.115,25.253,6.097,7.575,18.09
70,0.784,38.452,20.865,37.125,25.253,6.056,7.575,18.089
71,0.79,38.472,20.88,37.115,25.249,6.137,7.494,18.089
72,0.8,38.185,20.845,37.125,25.256,6.179,7.534,18.089
73,0.794,38.278,20.88,37.106,25.249,6.179,7.534,18.089
74,0.793,38.356,20.884,37.096,25.242,6.098,7.453,18.252
75,0.797,38.213,20.861,37.096,25.242,6.097,7.33,18.213
76,0.784,38.067,20.895,37.115,25.239,6.097,7.329,18.212
77,0.813,38.229,20.826,37.106,25.242,6.138,7.37,18.212
78,0.826,38.317,20.938,37.086,25.249,6.098,7.289,18.131
79,0.826,37.877,20.873,37.105,25.253,6.178,7.207,18.008
80,0.826,37.968,20.86,37.115,25.249,6.261,7.328,18.007
81,0.807,38.084,20.907,37.106,25.256,6.221,7.37,17.926
82,0.81,38.181,20.943,37.106,25.253,6.302,7.289,17.965
83,0.807,37.914,20.892,37.125,25.26,6.343,7.288,17.966
84,0.813,38.055,20.884,37.096,25.263,6.384,7.288,18.047
85,0.803,38.162,20.888,37.096,25.256,6.344,7.329,18.251
86,0.807,38.23,20.919,37.086,25.26,6.506,7.289,18.131
87,0.81,37.924,20.884,37.144,25.256,6.427,7.247,18.13
88,0.8,38.055,20.845,37.096,25.253,6.588,7.328,18.171
