time,ecg,bvp,gsr,rsp,skt,emg_zygo,emg_coru,emg_trap
0,0.938,39.692,37.34,46.001,28.299,5.152,6.631,5.81
1,0.938,39.588,37.379,46.02,28.296,5.071,6.468,5.647
2,0.932,39.577,37.286,45.992,28.285,5.03,6.426,5.686
3,0.922,39.692,37.359,46.001,28.278,5.03,6.466,5.687
4,0.931,39.779,37.325,46.001,28.278,5.07,6.467,5.727
5,0.922,39.31,37.391,45.991,28.282,5.07,6.507,5.646
6,0.905,39.43,37.372,45.991,28.282,5.03,6.549,5.686
7,0.915,39.566,37.333,46.001,28.289,4.948,6.59,5.768
8,0.931,39.644,37.403,46.001,28.289,5.029,6.509,5.687
9,0.912,39.367,37.286,45.982,28.282,4.989,6.467,5.524
10,0.902,39.479,37.332,45.982,28.278,4.866,6.386,5.603
11,0.892,39.595,37.372,45.982,28.271,5.028,6.466,5.645
12,0.905,39.673,37.196,46.01,28.281,4.989,6.507,5.645
13,0.905,39.376,37.335,45.982,28.285,4.988,6.508,5.645
14,0.886,39.508,37.297,45.963,28.278,4.988,6.549,5.645
15,0.892,39.634,37.371,45.982,28.278,4.948,6.468,5.605
16,0.892,39.673,37.278,45.963,28.282,4.947,6.386,5.604
17,0.876,39.3,37.34,45.972,28.275,4.947,6.425,5.564
18,0.882,39.43,37.391,45.962,28.285,4.988,6.548,5.685
19,0.876,39.556,37.325,46.001,28.289,5.07,6.63,5.727
20,0.885,39.644,37.383,46.02,28.296,5.07,6.55,5.687
21,0.882,39.328,37.349,46.001,28.282,4.989,6.549,5.646
22,0.859,39.469,37.294,45.991,28.285,4.988,6.468,5.645
23,0.872,39.576,37.356,45.991,28.282,4.948,6.589,5.686
24,0.876,39.586,37.341,46.001,28.285,4.988,6.549,5.687
25,0.879,39.299,37.379,45.991,28.285,4.988,6.549,5.646
26,0.872,39.44,37.392,46.001,28.285,5.029,6.549,5.645
27,0.889,39.556,37.38,46.011,28.295,5.03,6.549,5.686
28,0.892,39.26,37.356,46.001,28.278,4.989,6.468,5.646
29,0.882,39.171,37.407,46.059,28.278,4.907,6.467,5.564
30,0.879,39.285,37.251,45.963,28.271,4.865,6.386,5.563
31,0.872,39.382,37.394,45.972,28.281,4.946,6.466,5.604
32,0.872,39.086,37.255,45.982,28.285,4.947,6.467,5.645
