time,ecg,bvp,gsr,rsp,skt,emg_zygo,emg_coru,emg_trap
0,0.833,35.673,20.931,32.198,25.158,4.865,7.206,6.343
1,0.836,35.819,20.845,32.208,25.154,4.783,7.206,6.303
2,0.836,35.916,20.939,32.208,25.158,4.947,7.247,6.385
3,0.83,35.935,20.92,32.188,25.154,4.783,7.165,6.262
4,0.83,35.596,20.943,32.179,25.147,4.701,7.042,6.179
5,0.826,35.741,20.951,32.188,25.161,4.824,7.165,6.22
6,0.843,35.867,20.994,32.218,25.165,4.947,7.329,6.343
7,0.813,35.654,20.92,32.188,25.154,4.742,7.124,6.179
8,0.816,35.615,20.92,32.15,25.144,4.701,7.042,6.097
9,0.82,35.761,20.951,32.179,25.158,4.783,7.247,6.302
10,0.826,35.887,21.002,32.218,25.165,4.947,7.329,6.343
11,0.8,35.548,20.888,32.169,25.147,4.701,7.124,6.179
12,0.767,35.673,20.912,32.169,25.144,4.701,7.165,6.262
13,0.79,35.828,20.927,32.179,25.158,4.824,7.288,6.302
14,0.784,35.935,20.943,32.198,25.158,4.701,7.247,6.22
15,0.77,35.47,20.943,32.169,25.151,4.783,7.247,6.302
16,0.761,35.635,21.006,32.169,25.151,4.783,7.288,6.262
17,0.774,35.761,20.927,32.188,25.158,4.865,7.37,6.343
18,0.767,35.857,20.912,32.159,25.158,4.824,7.288,6.302
19,0.764,35.557,20.951,32.15,25.151,4.742,7.288,6.22
20,0.757,35.722,20.959,32.169,25.158,4.824,7.37,6.302
21,0.78,35.848,20.967,32.188,25.154,4.824,7.329,6.343
22,0.767,35.906,20.908,32.169,25.154,4.824,7.37,6.302
23,0.767,35.431,20.856,32.169,25.154,4.865,7.411,6.426
24,0.767,35.557,20.896,32.179,25.147,4.783,7.288,6.262
25,0.774,35.664,20.904,32.15,25.144,4.742,7.288,6.262
26,0.764,35.712,20.935,32.159,25.154,4.824,7.329,6.262
27,0.764,35.644,20.959,32.179,25.165,4.906,7.575,6.426
28,0.757,35.741,20.908,32.159,25.147,4.742,7.288,6.303
29,0.761,35.857,20.9,32.121,25.14,4.701,7.206,6.138
30,0.754,36.167,20.935,32.15,25.158,4.865,7.37,6.302
31,0.761,35.489,21.006,32.179,25.158,4.906,7.411,6.385
32,0.744,35.586,20.935,32.14,25.144,4.783,7.37,6.262
33,0.734,35.683,20.904,32.14,25.151,4.783,7.329,6.302
34,0.731,35.557,20.872,32.159,25.158,4.906,7.37,6.426
35,0.744,35.625,20.923,32.179,25.158,4.783,7.329,6.426
36,0.734,35.722,20.947,32.13,25.147,4.783,7.288,6.303
37,0.734,35.828,20.99,32.13,25.151,4.783,7.329,6.385
38,0.741,35.393,20.908,32.159,25.154,4.865,7.37,6.467
39,0.738,35.528,20.912,32.14,25.161,4.824,7.411,6.426
40,0.731,35.654,20.935,32.13,25.147,4.783,7.329,6.343
41,0.744,35.732,20.971,32.14,25.158,4.824,7.329,6.385
42,0.751,35.441,20.994,32.15,25.158,4.947,7.411,6.426
43,0.747,35.567,20.967,32.14,25.158,4.865,7.329,6.426
44,0.754,35.702,20.92,32.121,25.158,4.824,7.329,6.467
45,0.751,35.77,20.868,32.121,25.147,4.783,7.329,6.467
46,0.77,35.354,20.923,32.15,25.151,4.865,7.329,6.426
47,0.754,35.509,20.963,32.13,25.151,4.865,7.37,6.426
48,0.751,35.625,20.947,32.15,25.154,4.906,7.452,6.508
49,0.744,35.664,20.955,32.15,25.151,4.824,7.288,6.385
50,0.747,35.431,20.908,32.092,25.147,4.783,7.206,6.262
51,0.754,35.586,20.947,32.13,25.158,4.865,7.329,6.343
52,0.757,35.732,20.979,32.14,25.165,4.988,7.452,6.426
53,0.741,35.712,20.994,32.121,25.151,4.742,7.288,6.302
54,0.728,35.431,20.955,32.082,25.14,4.783,7.288,6.302
55,0.738,35.586,20.904,32.121,25.158,4.865,7.452,6.467
56,0.731,35.732,20.935,32.121,25.161,4.906,7.452,6.385
57,0.728,35.761,20.935,32.082,25.147,4.742,7.452,6.303
58,0.734,35.548,20.987,32.101,25.147,4.824,7.534,6.385
59,0.744,35.702,20.892,32.111,25.158,4.906,7.617,6.467
60,0.731,35.79,20.912,32.101,25.147,4.824,7.617,6.385
61,0.724,35.422,20.92,32.082,25.151,4.824,7.452,6.385
62,0.747,35.489,20.963,32.121,25.144,4.783,7.534,6.343
63,0.764,35.635,20.967,32.121,25.158,4.865,7.617,6.426
64,0.757,35.712,20.983,32.101,25.158,4.906,7.617,6.385
65,0.764,36.09,20.963,32.092,25.151,4.783,7.617,6.426
66,0.728,36.226,20.943,32.101,25.154,4.783,7.617,6.303
67,0.738,36.371,20.92,32.101,25.151,4.824,7.576,6.343
68,0.731,36.419,20.971,32.092,25.154,4.783,7.617,6.385
69,0.728,35.073,20.939,32.111,25.161,4.947,7.74,6.467
70,0.724,35.247,20.884,32.111,25.151,4.742,7.617,6.302
71,0.708,35.334,20.923,32.053,25.147,4.742,7.452,6.138
72,0.721,35.431,20.931,32.101,25.151,4.824,7.658,6.343
73,0.721,35.702,20.99,32.111,25.168,4.906,7.822,6.343
74,0.695,35.78,20.967,32.072,25.154,4.742,7.617,6.179
75,0.698,35.887,20.955,32.053,25.137,4.701,7.617,6.138
76,0.715,35.964,20.904,32.082,25.151,4.824,7.74,6.343
77,0.738,35.247,20.939,32.092,25.165,4.865,7.658,6.343
78,0.754,35.373,20.931,32.063,25.147,4.783,7.658,6.179
79,0.777,35.441,20.971,32.043,25.151,4.783,7.658,6.22
80,0.833,35.538,20.904,32.092,25.161,4.906,7.822,6.426
81,0.895,35.441,20.939,32.063,25.147,4.865,7.74,6.262
82,0.928,35.567,20.912,32.043,25.14,4.783,7.699,6.262
83,0.954,35.673,20.92,32.063,25.154,4.824,7.74,6.262
84,1.004,35.548,20.963,32.063,25.154,4.906,7.781,6.303
85,1.02,35.431,20.951,32.053,25.151,4.783,7.863,6.385
86,1.073,35.518,20.951,32.034,25.144,4.742,7.74,6.344
87,1.129,35.644,20.923,32.043,25.151,4.783,7.822,6.262
88,1.201,35.402,20.912,32.063,25.161,4.865,7.781,6.467
89,1.263,35.489,20.987,32.043,25.158,4.906,7.822,6.426
90,1.352,35.625,20.959,32.043,25.151,4.906,7.822,6.467
91,1.414,35.722,20.876,32.034,25.158,4.865,7.781,6.426
92,1.474,35.296,20.916,32.043,25.158,4.824,7.781,6.426
93,1.52,35.431,20.943,32.053,25.154,4.824,7.822,6.549
94,1.575,35.538,20.927,32.043,25.158,4.865,7.781,6.631
95,1.612,35.625,20.912,32.043,25.151,4.824,7.74,6.59
96,1.641,35.373,20.963,32.024,25.144,4.742,7.658,6.508
97,1.674,35.538,20.829,32.043,25.151,4.824,7.74,6.631
98,1.674,35.693,20.92,32.053,25.161,4.988,7.863,6.795
99,1.661,35.712,20.967,32.034,25.154,4.824,7.699,6.672
100,1.641,35.305,21.002,32.014,25.133,4.742,7.617,6.549
101,1.664,35.47,20.912,32.053,25.158,4.947,7.781,6.754
102,1.667,35.625,20.876,32.072,25.154,4.947,7.699,6.795
103,1.648,35.625,20.908,32.014,25.151,4.824,7.658,6.754
104,1.635,35.296,20.916,32.024,25.151,4.783,7.74,6.837
105,1.628,35.46,20.9,32.043,25.161,4.906,7.781,6.918
106,1.566,35.577,20.971,32.034,25.151,4.865,7.699,7.001
107,1.487,35.538,20.931,31.995,25.14,4.742,7.658,7.001
108,1.421,35.47,20.912,32.014,25.158,4.865,7.617,7.165
109,1.329,35.596,20.947,32.024,25.158,4.865,7.74,7.37
110,1.194,35.693,20.967,32.005,25.154,4.865,7.699,7.617
111,1.083,35.383,20.931,32.005,25.144,4.783,7.575,7.863
112,1.03,35.344,20.908,32.005,25.151,4.865,7.617,8.192
113,0.984,35.48,20.872,32.024,25.154,4.865,7.617,8.602
114,0.961,35.577,20.939,32.063,25.151,4.865,7.617,8.972
115,0.935,35.276,20.955,32.005,25.158,4.947,7.658,9.424
116,0.918,35.422,20.955,31.995,25.151,4.783,7.535,9.752
117,0.935,35.557,20.987,31.985,25.151,4.824,7.575,9.957
118,0.918,35.664,20.927,32.072,25.158,4.865,7.617,10.368
119,0.918,35.344,20.923,31.995,25.165,4.906,7.658,10.697
120,0.899,35.47,20.947,31.995,25.151,4.906,7.534,10.697
