time,ecg,bvp,gsr,rsp,skt,emg_zygo,emg_coru,emg_trap
0,0.794,37.077,10.823,35.422,20.345,5.809,7.947,6.466
1,0.8,37.193,10.838,35.421,20.345,5.769,7.986,6.467
2,0.81,37.271,10.846,35.421,20.341,5.687,8.027,6.467
3,0.82,37.07,10.897,35.441,20.341,5.727,7.987,6.426
4,0.82,37.222,10.8,35.431,20.345,5.768,7.946,6.507
5,0.836,37.338,10.834,35.441,20.348,5.768,8.026,6.549
6,0.83,37.387,10.756,35.431,20.348,5.768,7.987,6.468
7,0.82,37.119,10.908,35.431,20.348,5.768,8.027,6.507
8,0.826,37.251,10.8,35.45,20.355,5.809,7.987,6.467
9,0.833,37.339,10.838,35.431,20.341,5.728,7.946,6.426
10,0.826,37.359,10.784,35.402,20.338,5.646,7.864,6.385
11,0.826,37.1,10.853,35.402,20.334,5.645,7.863,6.344
12,0.804,37.232,10.85,35.402,20.334,5.645,7.863,6.384
13,0.807,37.348,10.87,35.402,20.338,5.645,7.863,6.425
14,0.813,37.57,10.811,35.412,20.341,5.686,8.026,6.507
15,0.803,37.16,10.838,35.431,20.341,5.687,7.987,6.386
16,0.807,37.261,10.811,35.422,20.341,5.687,8.027,6.385
17,0.8,37.329,10.854,35.412,20.338,5.646,7.946,6.344
18,0.8,37.128,10.796,35.412,20.341,5.727,7.945,6.343
19,0.803,37.146,10.783,35.402,20.345,5.646,7.945,6.425
20,0.797,37.242,10.822,35.402,20.341,5.686,7.905,6.426
21,0.797,37.319,10.846,35.412,20.341,5.646,7.863,6.344
22,0.807,37.1,10.901,35.421,20.334,5.645,7.863,6.343
23,0.813,37.222,10.847,35.402,20.338,5.686,7.822,6.303
24,0.823,37.338,10.815,35.412,20.334,5.687,7.781,6.343
25,0.826,37.426,10.811,35.412,20.338,5.687,7.822,6.384
26,0.836,37.091,10.846,35.431,20.344,5.727,7.822,6.385
27,0.839,37.231,10.827,35.469,20.355,5.85,7.903,6.507
28,0.852,37.386,10.854,35.479,20.355,5.81,7.904,6.467
29,0.833,37.426,10.831,35.451,20.352,5.81,7.945,6.507
30,0.826,37.062,10.838,35.422,20.348,5.81,7.864,6.467
31,0.823,37.164,10.877,35.431,20.345,5.728,7.822,6.304
32,0.82,37.271,10.827,35.431,20.341,5.727,7.741,6.302
33,0.807,37.329,10.885,35.412,20.348,5.727,7.781,6.343
34,0.81,37.052,10.773,35.431,20.345,5.687,7.822,6.343
35,0.81,37.202,10.834,35.412,20.348,5.768,7.741,6.303
36,0.81,37.3,10.815,35.412,20.341,5.728,7.74,6.302
37,0.81,37.349,10.862,35.421,20.348,5.768,7.74,6.384
38,0.803,37.109,10.815,35.441,20.348,5.728,7.74,6.385
39,0.81,37.212,10.815,35.431,20.345,5.687,7.74,6.344
40,0.803,37.309,10.83,35.431,20.348,5.727,7.74,6.384
41,0.82,37.349,10.846,35.45,20.345,5.687,7.659,6.344
42,0.826,37.081,10.87,35.412,20.348,5.727,7.658,6.384
43,0.82,37.193,10.839,35.421,20.348,5.687,7.658,6.425
44,0.817,37.3,10.776,35.421,20.341,5.646,7.536,6.344
45,0.82,37.243,10.795,35.402,20.341,5.605,7.534,6.343
46,0.823,37.156,10.873,35.402,20.334,5.564,7.494,6.303
47,0.82,37.251,10.815,35.392,20.334,5.523,7.371,6.221
48,0.83,37.367,10.815,35.392,20.334,5.522,7.37,6.139
49,0.833,37.062,10.823,35.392,20.334,5.603,7.37,6.219
