time,ecg,bvp,gsr,rsp,skt,emg_zygo,emg_coru,emg_trap
0,0.705,37.378,9.731,38.151,26.494,6.466,9.177,11.847
1,0.692,36.956,9.754,38.113,26.483,6.467,9.096,11.684
2,0.688,37.125,9.707,38.131,26.487,6.345,9.054,11.683
3,0.698,37.251,9.699,38.141,26.494,6.384,9.095,11.642
4,0.705,37.281,9.765,38.132,26.497,6.425,9.014,11.601
5,0.695,37.051,9.688,38.122,26.497,6.385,8.972,11.438
6,0.721,37.164,9.769,38.112,26.483,6.344,8.891,11.477
7,0.721,37.299,9.688,38.131,26.5,6.343,9.012,11.518
8,0.718,37.329,9.804,38.141,26.49,6.466,9.094,11.559
9,0.718,36.946,9.763,38.122,26.487,6.467,9.054,11.6
10,0.728,37.057,9.727,38.093,26.487,6.345,9.135,11.56
11,0.728,37.174,9.773,38.122,26.49,6.506,9.177,11.681
12,0.738,37.088,9.692,38.112,26.501,6.467,9.259,11.683
13,0.728,36.953,9.75,38.093,26.487,6.386,9.137,11.764
14,0.738,37.057,9.731,38.074,26.483,6.425,9.258,11.887
15,0.751,37.154,9.731,38.074,26.49,6.466,9.259,12.01
16,0.744,36.983,9.723,38.093,26.49,6.507,9.259,12.052
17,0.741,37.096,9.762,38.083,26.49,6.386,9.259,12.133
18,0.728,37.193,9.684,38.093,26.49,6.507,9.381,12.215
19,0.715,37.29,9.781,38.093,26.497,6.549,9.382,12.216
20,0.724,37.003,9.661,38.093,26.487,6.549,9.342,12.257
21,0.724,37.144,9.734,38.074,26.487,6.386,9.423,12.339
22,0.708,37.242,9.785,38.083,26.494,6.547,9.668,12.38
23,0.724,37.338,9.696,38.074,26.497,6.508,9.629,12.462
24,0.721,36.822,9.726,38.083,26.483,6.467,9.71,12.3
25,0.724,36.941,9.777,38.074,26.49,6.507,9.752,12.258
26,0.721,37.029,9.715,38.074,26.494,6.711,9.915,12.501
27,0.731,37.116,9.762,38.074,26.49,6.551,9.876,12.341
28,0.738,37.03,9.657,38.064,26.49,6.63,9.753,12.095
29,0.738,37.145,9.753,38.054,26.49,6.55,9.874,12.215
30,0.747,37.27,9.774,38.054,26.497,6.752,10.038,12.257
31,0.754,37.32,9.727,38.083,26.487,6.714,9.877,12.095
32,0.757,36.879,9.816,38.064,26.487,6.591,9.794,11.849
33,0.751,36.999,9.708,38.045,26.487,6.671,9.915,11.969
34,0.751,37.125,9.765,38.064,26.497,6.835,10.161,12.011
35,0.751,37.107,9.735,38.064,26.49,6.796,10.122,11.808
36,0.735,36.848,9.762,38.045,26.487,6.673,10.041,11.602
37,0.721,36.989,9.735,38.054,26.49,6.713,10.162,11.478
38,0.734,37.087,9.703,38.083,26.497,6.876,10.366,11.64
39,0.731,36.944,9.773,38.045,26.494,6.796,10.287,11.438
40,0.731,36.942,9.649,38.025,26.483,6.673,10.205,11.151
41,0.721,37.077,9.71,38.035,26.48,6.672,10.285,11.108
42,0.721,37.174,9.84,38.073,26.5,6.794,10.489,11.189
43,0.715,36.676,9.739,38.045,26.49,6.714,10.41,11.027
44,0.721,36.777,9.75,38.035,26.48,6.591,10.287,10.781
45,0.724,36.883,9.762,38.025,26.48,6.712,10.449,10.779
46,0.731,36.98,9.7,38.064,26.507,6.835,10.694,10.86
47,0.731,36.751,9.765,38.054,26.49,6.755,10.616,10.617
48,0.734,36.883,9.668,38.016,26.483,6.632,10.493,10.371
49,0.725,36.99,9.765,38.025,26.487,6.712,10.614,10.368
50,0.724,37.077,9.68,38.044,26.501,6.916,10.818,10.449
51,0.728,36.637,9.753,38.035,26.49,6.919,10.779,10.247
52,0.741,36.767,9.813,38.016,26.483,6.796,10.576,10.082
53,0.734,36.893,9.712,38.025,26.487,6.999,10.614,9.959
54,0.747,36.99,9.773,38.064,26.501,7.082,10.696,10.039
55,0.741,36.761,9.786,38.006,26.49,7.083,10.697,9.918
56,0.725,36.873,9.688,38.006,26.48,7.042,10.494,9.754
57,0.724,36.99,9.746,38.006,26.487,7.123,10.41,9.63
58,0.747,37.039,9.735,38.044,26.504,7.246,10.572,9.67
59,0.721,36.665,9.766,38.025,26.494,7.288,10.411,9.67
