time,ecg,bvp,gsr,rsp,skt,emg_zygo,emg_coru,emg_trap
0,1.001,36.321,14.261,32.634,27.43,5.113,5.112,6.22
1,0.987,36.409,14.218,32.653,27.433,5.193,5.03,6.302
2,0.965,36.093,14.213,32.624,27.433,5.153,5.07,6.18
3,0.974,36.263,14.237,32.662,27.451,5.275,5.193,6.383
4,0.958,36.399,14.284,32.634,27.44,5.235,5.112,6.303
5,0.954,36.448,14.218,32.643,27.43,5.194,5.03,6.221
6,0.941,36.122,14.229,32.643,27.437,5.153,5.151,6.302
7,0.935,36.263,14.276,32.663,27.43,5.193,5.112,6.262
8,0.948,36.418,14.257,32.663,27.44,5.194,5.071,6.302
9,0.948,36.429,14.132,32.653,27.43,5.072,4.989,6.262
10,0.941,36.17,14.232,32.634,27.43,5.07,5.029,6.343
11,0.951,36.311,14.245,32.662,27.437,5.193,5.151,6.425
12,0.958,36.409,14.26,32.644,27.433,5.153,5.031,6.222
13,0.958,36.649,14.28,32.643,27.437,5.153,4.989,6.342
14,0.961,36.115,14.241,32.634,27.419,4.99,5.07,6.303
15,0.945,36.244,14.268,32.653,27.44,5.232,5.193,6.425
16,0.951,36.37,14.268,32.663,27.444,5.153,5.072,6.385
17,0.945,36.189,14.21,32.644,27.426,5.112,4.989,6.263
18,0.938,36.235,14.217,32.643,27.437,5.152,5.11,6.384
19,0.938,36.35,14.241,32.643,27.433,5.153,5.03,6.385
20,0.932,36.495,14.315,32.691,27.44,5.234,5.07,6.425
21,0.915,36.219,14.292,32.663,27.433,5.153,5.03,6.304
22,0.905,36.331,14.194,32.644,27.426,5.112,5.03,6.343
23,0.886,36.457,14.229,32.653,27.43,5.193,5.111,6.425
24,0.885,36.554,14.28,32.653,27.433,5.112,4.989,6.344
25,0.882,36.027,14.214,32.644,27.433,5.112,5.11,6.384
26,0.879,36.128,14.205,32.624,27.426,5.03,4.908,6.344
27,0.846,36.263,14.279,32.634,27.437,5.151,5.15,6.425
28,0.856,36.36,14.3,32.672,27.44,5.153,5.031,6.385
29,0.83,36.093,14.202,32.653,27.426,5.153,4.948,6.385
30,0.826,36.224,14.229,32.653,27.437,5.112,5.15,6.385
31,0.826,36.331,14.178,32.644,27.43,5.112,5.031,6.344
32,0.83,36.428,14.228,32.672,27.447,5.274,5.151,6.466
33,0.839,36.093,14.264,32.663,27.43,5.154,5.031,6.304
34,0.83,36.224,14.261,32.634,27.426,5.031,4.989,6.343
35,0.839,36.35,14.245,32.643,27.437,5.151,5.029,6.384
36,0.849,36.38,14.292,32.643,27.43,5.112,4.989,6.263
37,0.859,36.122,14.234,32.663,27.44,5.152,5.07,6.384
38,0.823,36.253,14.229,32.634,27.426,5.031,4.908,6.181
39,0.817,36.341,14.241,32.624,27.433,5.151,5.069,6.383
40,0.813,36.38,14.292,32.682,27.44,5.234,5.111,6.425
41,0.807,36.083,14.323,32.644,27.43,5.072,5.071,6.263
42,0.807,36.215,14.261,32.663,27.437,5.152,5.07,6.343
43,0.784,36.302,14.229,32.624,27.43,5.153,5.03,6.384
44,0.784,36.121,14.237,32.653,27.444,5.315,5.192,6.507
45,0.777,36.109,14.249,32.653,27.44,5.236,5.072,6.386
46,0.784,36.215,14.233,32.634,27.433,5.153,5.03,6.263
47,0.764,36.34,14.21,32.662,27.437,5.234,5.07,6.424
48,0.767,36.025,14.26,32.644,27.43,5.153,5.03,6.344
49,0.774,36.166,14.272,32.691,27.447,5.315,5.07,6.343
50,0.787,36.273,14.194,32.644,27.437,5.195,4.989,6.303
51,0.787,36.332,14.182,32.653,27.426,5.072,4.948,6.343
52,0.787,35.996,14.213,32.663,27.433,5.193,5.069,6.384
53,0.797,36.089,14.272,32.624,27.43,5.153,4.989,6.344
54,0.784,36.243,14.261,32.643,27.433,5.193,5.029,6.384
55,0.777,36.293,14.218,32.634,27.426,5.153,4.989,6.385
56,0.8,36.025,14.268,32.662,27.437,5.315,5.151,6.547
57,0.794,36.176,14.28,32.663,27.44,5.236,5.031,6.427
58,0.787,36.292,14.21,32.634,27.433,5.194,4.948,6.304
59,0.803,36.37,14.198,32.643,27.437,5.153,5.069,6.343
60,0.781,35.978,14.221,32.663,27.44,5.112,5.07,6.384
61,0.8,36.166,14.28,32.682,27.454,5.274,5.07,6.425
62,0.774,36.254,14.28,32.644,27.437,5.113,4.989,6.304
63,0.761,36.283,14.253,32.643,27.433,5.152,5.07,6.384
64,0.761,35.996,14.19,32.643,27.44,5.193,5.111,6.466
65,0.764,36.127,14.252,32.643,27.437,5.194,5.03,6.386
66,0.774,36.253,14.221,32.643,27.44,5.153,5.151,6.385
67,0.751,36.264,14.213,32.615,27.423,5.031,4.99,6.385
68,0.761,36.092,14.217,32.643,27.44,5.233,5.192,6.547
69,0.757,36.253,14.252,32.663,27.44,5.235,5.153,6.468
70,0.764,36.331,14.331,32.634,27.433,5.153,5.031,6.386
71,0.774,36.188,14.242,32.643,27.437,5.234,5.111,6.385
72,0.771,36.148,14.167,32.663,27.43,5.113,5.112,6.344
73,0.79,36.292,14.232,32.682,27.451,5.274,5.071,6.343
74,0.787,36.38,14.249,32.644,27.437,5.154,4.989,6.303
75,0.771,35.93,14.19,32.653,27.437,5.112,5.029,6.384
76,0.79,36.05,14.205,32.663,27.444,5.193,5.192,6.425
77,0.8,36.185,14.256,32.634,27.433,5.234,5.112,6.304
78,0.813,36.283,14.284,32.653,27.437,5.235,5.03,6.343
79,0.803,35.919,14.23,32.615,27.423,5.113,5.03,6.262
80,0.794,36.069,14.272,32.643,27.444,5.356,5.192,6.465
81,0.803,36.224,14.233,32.643,27.444,5.195,5.112,6.426
82,0.8,36.264,14.237,32.653,27.43,5.112,5.03,6.304
83,0.774,35.957,14.28,32.653,27.444,5.274,5.151,6.343
84,0.777,36.108,14.245,32.634,27.433,5.195,5.031,6.343
85,0.78,36.253,14.237,32.682,27.447,5.316,5.151,6.384
86,0.787,36.303,14.252,32.653,27.437,5.236,4.99,6.263
87,0.774,35.948,14.182,32.634,27.43,5.194,5.11,6.384
88,0.767,36.108,14.178,32.653,27.437,5.234,5.071,6.507
89,0.757,36.234,14.26,32.634,27.444,5.194,5.03,6.386
90,0.783,36.293,14.253,32.634,27.437,5.234,5.111,6.385
