time,valence,arousal
0,5.0,5.036
50,5.0,5.036
100,5.0,5.036
150,5.0,5.036
200,5.0,5.036
250,5.0,5.036
300,5.0,5.036
350,5.0,5.036
400,5.0,5.036
450,5.0,5.036
500,5.0,5.036
550,5.0,5.036
600,5.0,5.036
650,5.0,5.036
700,5.0,5.036
750,5.0,5.036
800,5.0,5.036
850,5.0,5.036
900,5.0,5.036
950,5.0,5.036
1000,5.0,5.036
1050,5.0,5.036
1100,5.0,5.036
1150,5.0,5.036
1200,5.0,5.036
1250,5.0,5.036
1300,5.0,5.036
1350,5.0,5.036
1400,5.0,5.036
1450,5.0,5.036
1500,5.0,5.036
1550,5.0,5.036
1600,5.0,5.036
1650,5.0,5.036
1700,5.0,5.036
1750,5.0,5.036
1800,5.0,5.036
1850,5.0,5.036
1900,5.0,5.036
1950,5.0,5.036
2000,5.0,5.036
2050,5.0,5.036
2100,5.0,5.036
2150,5.0,5.036
2200,5.0,5.036
2250,5.0,5.036
2300,5.0,5.036
2350,5.0,5.036
2400,5.0,5.036
2450,5.0,5.036
2500,5.0,5.036
2550,5.0,5.036
2600,5.0,5.036
2650,5.0,5.036
2700,5.0,5.036
2750,5.0,5.036
2800,5.0,5.036
2850,5.0,5.036
2900,5.0,5.036
2950,5.0,5.036
3000,5.0,5.036
3050,5.0,5.036
3100,5.0,5.036
3150,5.0,5.036
3200,5.0,5.036
3250,5.0,5.036
3300,5.0,5.036
3350,5.0,5.036
3400,5.0,5.036
3450,5.0,5.036
3500,5.0,5.036
3550,5.0,5.036
3600,5.0,5.036
3650,5.0,5.036
3700,5.0,5.036
3750,5.0,5.036
3800,5.0,5.041
3850,5.0,5.069
3900,5.0,5.121
3950,5.0,5.157
4000,5.0,5.157
4050,5.0,5.157
4100,5.0,5.157
4150,5.0,5.157
4200,5.0,5.145
4250,5.0,5.119
4300,5.0,5.112
4350,5.0,5.107
4400,5.0,5.097
4450,5.0,5.072
4500,5.0,5.051
4550,5.0,5.037
4600,5.0,5.019
4650,5.016,5.005
4700,5.065,5.0
4750,5.105,5.0
4800,5.132,5.0
4850,5.182,5.0
4900,5.238,5.0
4950,5.269,5.021
5000,5.294,5.063
5050,5.307,5.063
5100,5.31,5.063
5150,5.31,5.063
5200,5.31,5.063
5250,5.31,5.063
5300,5.31,5.063
5350,5.31,5.063
5400,5.31,5.063
5450,5.31,5.063
5500,5.31,5.063
5550,5.31,5.063
5600,5.31,5.063
5650,5.31,5.063
5700,5.31,5.063
5750,5.31,5.063
5800,5.31,5.063
5850,5.301,5.063
5900,5.241,5.042
5950,5.117,5.0
6000,5.021,5.0
6050,5.0,5.0
6100,5.0,5.0
6150,5.0,5.0
6200,5.0,5.0
6250,5.0,5.0
6300,5.0,5.0
6350,5.0,5.0
6400,5.0,5.0
6450,5.0,5.0
6500,5.0,5.0
6550,5.0,5.0
6600,5.0,5.0
6650,5.0,5.0
6700,5.0,5.0
6750,5.0,5.0
6800,5.0,5.0
6850,5.0,5.0
6900,5.0,5.0
6950,5.0,5.0
7000,5.0,5.0
7050,5.0,5.0
7100,5.0,5.0
7150,5.0,5.0
7200,5.0,5.0
7250,5.0,5.0
7300,5.0,5.0
7350,5.0,5.0
7400,5.0,5.0
7450,5.0,5.0
7500,5.0,5.0
7550,5.0,5.0
7600,5.0,5.0
7650,5.0,5.0
7700,5.0,5.0
7750,5.0,5.0
7800,4.997,5.0
7850,4.982,5.0
7900,4.959,5.0
7950,4.947,5.0
8000,4.924,5.0
8050,4.903,5.0
8100,4.882,5.0
8150,4.88,5.0
8200,4.875,5.0
8250,4.875,5.0
8300,4.873,5.0
8350,4.87,5.0
8400,4.865,5.0
8450,4.862,5.0
8500,4.859,5.0
8550,4.858,5.0
8600,4.856,5.0
8650,4.854,5.0
8700,4.854,5.0
8750,4.854,5.0
8800,4.854,5.0
8850,4.854,5.0
8900,4.854,5.0
8950,4.852,5.0
9000,4.846,5.0
9050,4.846,5.0
9100,4.846,5.0
9150,4.846,5.0
9200,4.846,5.0
9250,4.846,5.0
9300,4.846,5.0
9350,4.844,5.0
9400,4.834,5.0
9450,4.816,5.0
9500,4.795,5.0
9550,4.761,5.008
9600,4.724,5.064
9650,4.709,5.154
9700,4.692,5.162
9750,4.68,5.17
9800,4.666,5.179
9850,4.659,5.193
9900,4.655,5.201
9950,4.655,5.201
10000,4.655,5.202
10050,4.655,5.202
10100,4.655,5.202
10150,4.655,5.202
10200,4.655,5.202
10250,4.655,5.202
10300,4.655,5.202
10350,4.655,5.202
10400,4.655,5.199
10450,4.655,5.194
10500,4.655,5.192
10550,4.655,5.189
10600,4.655,5.188
10650,4.654,5.183
10700,4.653,5.173
10750,4.649,5.16
10800,4.639,5.142
10850,4.626,5.131
10900,4.614,5.125
10950,4.608,5.125
11000,4.603,5.125
11050,4.594,5.125
11100,4.587,5.125
11150,4.584,5.125
11200,4.58,5.125
11250,4.573,5.123
11300,4.564,5.114
11350,4.543,5.105
11400,4.53,5.102
11450,4.528,5.101
11500,4.525,5.098
11550,4.525,5.097
11600,4.524,5.091
11650,4.521,5.082
11700,4.516,5.076
11750,4.516,5.069
11800,4.514,5.069
11850,4.509,5.069
11900,4.509,5.069
11950,4.509,5.069
12000,4.509,5.069
12050,4.509,5.067
12100,4.509,5.067
12150,4.509,5.066
12200,4.509,5.06
12250,4.509,5.053
12300,4.509,5.049
12350,4.509,5.047
12400,4.509,5.045
12450,4.509,5.043
12500,4.509,5.043
12550,4.509,5.043
12600,4.509,5.043
12650,4.509,5.043
12700,4.509,5.043
12750,4.509,5.043
12800,4.509,5.043
12850,4.509,5.043
12900,4.509,5.043
12950,4.509,5.043
13000,4.509,5.043
13050,4.509,5.043
13100,4.509,5.043
13150,4.509,5.043
13200,4.509,5.043
13250,4.509,5.043
13300,4.509,5.043
13350,4.509,5.043
13400,4.511,5.043
13450,4.519,5.043
13500,4.53,5.04
13550,4.536,5.034
13600,4.543,5.033
13650,4.549,5.03
13700,4.553,5.027
13750,4.556,5.024
13800,4.563,5.017
13850,4.571,5.012
13900,4.581,5.006
13950,4.591,4.999
14000,4.598,4.999
14050,4.6,4.999
14100,4.605,4.999
14150,4.612,4.999
14200,4.615,4.998
14250,4.619,4.997
14300,4.619,4.994
14350,4.619,4.989
14400,4.619,4.989
14450,4.619,4.989
14500,4.619,4.986
14550,4.619,4.979
14600,4.619,4.979
14650,4.619,4.979
14700,4.619,4.979
14750,4.619,4.979
14800,4.619,4.979
14850,4.619,4.979
14900,4.619,4.979
14950,4.619,4.979
15000,4.619,4.979
15050,4.619,4.979
15100,4.619,4.979
15150,4.619,4.979
15200,4.619,4.979
15250,4.619,4.979
15300,4.619,4.979
15350,4.619,4.979
15400,4.619,4.979
15450,4.619,4.979
15500,4.619,4.979
15550,4.619,4.979
15600,4.619,4.979
15650,4.619,4.979
15700,4.619,4.979
15750,4.619,4.979
15800,4.619,4.979
15850,4.619,4.979
15900,4.619,4.979
15950,4.619,4.979
16000,4.619,4.979
16050,4.619,4.979
16100,4.619,4.979
16150,4.619,4.979
16200,4.619,4.979
16250,4.619,4.979
16300,4.619,4.979
16350,4.619,4.979
16400,4.619,4.979
16450,4.619,4.979
16500,4.619,4.979
16550,4.619,4.979
16600,4.619,4.971
16650,4.619,4.95
16700,4.619,4.932
16750,4.619,4.916
16800,4.619,4.895
16850,4.619,4.879
16900,4.619,4.869
16950,4.619,4.856
17000,4.619,4.842
17050,4.619,4.836
17100,4.619,4.833
17150,4.619,4.833
17200,4.619,4.833
17250,4.619,4.833
17300,4.619,4.833
17350,4.619,4.833
17400,4.619,4.833
17450,4.619,4.833
17500,4.619,4.83
17550,4.619,4.821
17600,4.619,4.808
17650,4.619,4.791
17700,4.619,4.776
17750,4.619,4.761
17800,4.616,4.754
17850,4.61,4.746
17900,4.609,4.739
17950,4.604,4.733
18000,4.597,4.727
18050,4.594,4.723
18100,4.591,4.722
18150,4.59,4.722
18200,4.589,4.722
18250,4.588,4.722
18300,4.588,4.722
18350,4.587,4.722
18400,4.587,4.722
18450,4.587,4.722
18500,4.587,4.719
18550,4.587,4.706
18600,4.587,4.692
18650,4.587,4.691
18700,4.587,4.691
18750,4.587,4.69
18800,4.586,4.689
18850,4.585,4.689
18900,4.584,4.689
18950,4.584,4.689
19000,4.584,4.689
19050,4.584,4.689
19100,4.584,4.689
19150,4.582,4.689
19200,4.578,4.689
19250,4.575,4.688
19300,4.572,4.688
19350,4.572,4.688
19400,4.572,4.688
19450,4.572,4.688
19500,4.572,4.688
19550,4.572,4.688
19600,4.571,4.688
19650,4.567,4.688
19700,4.56,4.688
19750,4.539,4.681
19800,4.491,4.66
19850,4.425,4.626
19900,4.351,4.587
19950,4.304,4.57
20000,4.262,4.553
20050,4.234,4.545
20100,4.213,4.538
20150,4.202,4.532
20200,4.193,4.526
20250,4.187,4.514
20300,4.184,4.514
20350,4.181,4.509
20400,4.179,4.492
20450,4.176,4.472
20500,4.171,4.451
20550,4.166,4.432
20600,4.157,4.419
20650,4.15,4.412
20700,4.146,4.411
20750,4.146,4.411
20800,4.146,4.411
20850,4.146,4.411
20900,4.146,4.411
20950,4.146,4.411
21000,4.146,4.419
21050,4.146,4.442
21100,4.146,4.458
21150,4.146,4.47
21200,4.145,4.49
21250,4.14,4.513
21300,4.132,4.541
21350,4.121,4.563
21400,4.113,4.587
21450,4.105,4.601
21500,4.096,4.613
21550,4.088,4.628
21600,4.084,4.64
21650,4.079,4.65
21700,4.076,4.652
21750,4.076,4.653
21800,4.075,4.653
21850,4.075,4.653
21900,4.071,4.649
21950,4.065,4.628
22000,4.058,4.589
22050,4.03,4.558
22100,3.995,4.536
22150,3.962,4.503
22200,3.926,4.463
22250,3.91,4.438
22300,3.896,4.411
22350,3.883,4.394
22400,3.875,4.378
22450,3.87,4.374
22500,3.856,4.373
22550,3.835,4.37
22600,3.81,4.366
22650,3.797,4.366
22700,3.788,4.366
22750,3.785,4.36
22800,3.778,4.344
22850,3.767,4.332
22900,3.754,4.324
22950,3.738,4.319
23000,3.721,4.309
23050,3.714,4.304
23100,3.711,4.304
23150,3.711,4.304
23200,3.711,4.304
23250,3.711,4.304
23300,3.711,4.304
23350,3.711,4.304
23400,3.711,4.3
23450,3.711,4.293
23500,3.711,4.293
23550,3.711,4.293
23600,3.711,4.293
23650,3.71,4.298
23700,3.697,4.334
23750,3.657,4.42
23800,3.592,4.521
23850,3.526,4.59
23900,3.487,4.634
23950,3.482,4.653
24000,3.479,4.68
24050,3.47,4.698
24100,3.459,4.719
24150,3.45,4.726
24200,3.444,4.729
24250,3.44,4.729
24300,3.438,4.729
24350,3.434,4.729
24400,3.429,4.729
24450,3.415,4.729
24500,3.398,4.729
24550,3.376,4.729
24600,3.342,4.729
24650,3.312,4.729
24700,3.281,4.729
24750,3.262,4.729
24800,3.257,4.729
24850,3.239,4.729
24900,3.208,4.729
24950,3.197,4.729
25000,3.191,4.729
25050,3.191,4.729
25100,3.191,4.729
25150,3.191,4.729
25200,3.191,4.729
25250,3.191,4.729
25300,3.191,4.729
25350,3.191,4.729
25400,3.191,4.729
25450,3.191,4.729
25500,3.191,4.729
25550,3.191,4.729
25600,3.191,4.729
25650,3.191,4.729
25700,3.191,4.729
25750,3.191,4.729
25800,3.191,4.729
25850,3.191,4.729
25900,3.191,4.729
25950,3.191,4.729
26000,3.191,4.729
26050,3.191,4.729
26100,3.191,4.729
26150,3.191,4.729
26200,3.191,4.729
26250,3.191,4.732
26300,3.191,4.74
26350,3.191,4.747
26400,3.193,4.758
26450,3.199,4.764
26500,3.205,4.772
26550,3.211,4.777
26600,3.217,4.783
26650,3.223,4.787
26700,3.223,4.788
26750,3.223,4.788
26800,3.223,4.789
26850,3.223,4.792
26900,3.225,4.792
26950,3.227,4.792
27000,3.232,4.792
27050,3.237,4.792
27100,3.243,4.793
27150,3.247,4.793
27200,3.249,4.793
27250,3.252,4.793
27300,3.253,4.793
27350,3.257,4.793
27400,3.257,4.793
27450,3.257,4.793
27500,3.257,4.793
27550,3.257,4.801
27600,3.26,4.844
27650,3.27,4.916
27700,3.279,4.952
27750,3.281,4.952
27800,3.281,4.952
27850,3.281,4.952
27900,3.281,4.954
27950,3.281,4.958
28000,3.281,4.963
28050,3.281,4.963
28100,3.281,4.963
28150,3.281,4.963
28200,3.281,4.963
28250,3.281,4.963
28300,3.281,4.963
28350,3.281,4.963
28400,3.282,4.963
28450,3.287,4.963
28500,3.293,4.963
28550,3.295,4.963
28600,3.298,4.962
28650,3.3,4.955
28700,3.304,4.942
28750,3.308,4.927
28800,3.318,4.908
28850,3.324,4.897
28900,3.328,4.886
28950,3.33,4.878
29000,3.334,4.873
29050,3.335,4.867
29100,3.338,4.859
29150,3.34,4.849
29200,3.34,4.839
29250,3.341,4.834
29300,3.342,4.827
29350,3.343,4.822
29400,3.346,4.818
29450,3.349,4.811
29500,3.349,4.807
29550,3.352,4.802
29600,3.355,4.802
29650,3.358,4.802
29700,3.362,4.801
29750,3.364,4.801
29800,3.368,4.801
29850,3.37,4.801
29900,3.374,4.801
29950,3.374,4.801
30000,3.374,4.799
30050,3.374,4.787
30100,3.374,4.767
30150,3.377,4.744
30200,3.385,4.715
30250,3.39,4.694
30300,3.394,4.676
30350,3.397,4.668
30400,3.397,4.668
30450,3.397,4.667
30500,3.397,4.665
30550,3.397,4.665
30600,3.397,4.665
30650,3.399,4.665
30700,3.399,4.665
30750,3.399,4.662
30800,3.399,4.645
30850,3.399,4.609
30900,3.399,4.583
30950,3.399,4.572
31000,3.399,4.572
31050,3.399,4.572
31100,3.399,4.572
31150,3.399,4.571
31200,3.399,4.567
31250,3.399,4.556
31300,3.399,4.545
31350,3.399,4.534
31400,3.399,4.514
31450,3.399,4.508
31500,3.399,4.507
31550,3.399,4.504
31600,3.399,4.5
31650,3.399,4.5
31700,3.399,4.497
31750,3.397,4.494
31800,3.397,4.492
31850,3.396,4.489
31900,3.393,4.489
31950,3.388,4.488
32000,3.388,4.485
32050,3.386,4.478
32100,3.382,4.478
32150,3.381,4.476
32200,3.378,4.47
32250,3.373,4.465
32300,3.371,4.462
32350,3.366,4.459
32400,3.366,4.454
32450,3.366,4.454
32500,3.366,4.453
32550,3.366,4.45
32600,3.366,4.447
32650,3.366,4.445
32700,3.366,4.44
32750,3.366,4.439
32800,3.366,4.439
32850,3.366,4.439
32900,3.366,4.438
32950,3.366,4.434
33000,3.366,4.425
33050,3.365,4.419
33100,3.361,4.419
33150,3.356,4.419
33200,3.355,4.419
33250,3.354,4.419
33300,3.353,4.419
33350,3.351,4.419
33400,3.348,4.419
33450,3.346,4.419
33500,3.342,4.419
33550,3.339,4.419
33600,3.333,4.419
33650,3.322,4.419
33700,3.313,4.419
33750,3.301,4.419
33800,3.277,4.419
33850,3.235,4.419
33900,3.181,4.419
33950,3.139,4.419
34000,3.097,4.419
34050,3.075,4.419
34100,3.07,4.42
34150,3.064,4.426
34200,3.058,4.437
34250,3.053,4.444
34300,3.051,4.457
34350,3.047,4.462
34400,3.043,4.465
34450,3.038,4.473
34500,3.037,4.48
34550,3.034,4.494
34600,3.025,4.507
34650,3.007,4.53
34700,2.985,4.559
34750,2.953,4.585
34800,2.899,4.622
34850,2.843,4.672
34900,2.803,4.717
34950,2.789,4.751
35000,2.767,4.789
35050,2.756,4.821
35100,2.748,4.854
35150,2.737,4.908
35200,2.729,4.968
35250,2.725,4.987
35300,2.724,4.994
35350,2.724,5.005
35400,2.724,5.016
35450,2.724,5.029
35500,2.724,5.041
35550,2.724,5.049
35600,2.723,5.057
35650,2.721,5.057
35700,2.721,5.059
35750,2.721,5.061
35800,2.718,5.061
35850,2.712,5.062
35900,2.708,5.064
35950,2.707,5.064
36000,2.705,5.064
36050,2.705,5.064
36100,2.703,5.064
36150,2.702,5.064
36200,2.698,5.064
36250,2.693,5.061
36300,2.688,5.05
36350,2.684,5.04
36400,2.682,5.03
36450,2.68,5.022
36500,2.672,5.013
36550,2.667,5.004
36600,2.661,5.004
36650,2.654,5.004
36700,2.636,5.004
36750,2.588,5.004
36800,2.507,5.004
36850,2.441,5.004
36900,2.414,5.004
36950,2.414,5.004
37000,2.414,5.004
37050,2.414,5.004
37100,2.414,5.004
37150,2.414,5.004
37200,2.414,5.004
37250,2.414,5.004
37300,2.414,5.004
37350,2.414,5.004
37400,2.414,5.004
37450,2.414,5.004
37500,2.414,5.004
37550,2.414,5.004
37600,2.416,5.004
37650,2.427,5.003
37700,2.45,4.992
37750,2.473,4.964
37800,2.495,4.939
37850,2.511,4.922
37900,2.524,4.917
37950,2.536,4.908
38000,2.545,4.892
38050,2.551,4.884
38100,2.562,4.872
38150,2.575,4.862
38200,2.59,4.852
38250,2.607,4.848
38300,2.618,4.848
38350,2.62,4.848
38400,2.625,4.848
38450,2.631,4.848
38500,2.636,4.848
38550,2.639,4.848
38600,2.642,4.848
38650,2.648,4.848
38700,2.65,4.848
38750,2.654,4.848
38800,2.662,4.848
38850,2.663,4.848
38900,2.663,4.848
38950,2.663,4.848
39000,2.665,4.848
39050,2.666,4.848
39100,2.667,4.848
39150,2.671,4.848
39200,2.673,4.848
39250,2.673,4.848
39300,2.676,4.848
39350,2.679,4.848
39400,2.683,4.848
39450,2.685,4.848
39500,2.69,4.848
39550,2.693,4.848
39600,2.698,4.848
39650,2.701,4.848
39700,2.701,4.848
39750,2.701,4.848
39800,2.702,4.848
39850,2.704,4.848
39900,2.707,4.848
39950,2.714,4.848
40000,2.719,4.848
40050,2.722,4.848
40100,2.724,4.848
40150,2.732,4.848
40200,2.741,4.848
40250,2.745,4.848
40300,2.745,4.848
40350,2.747,4.848
40400,2.75,4.848
40450,2.752,4.848
40500,2.758,4.848
40550,2.758,4.847
40600,2.76,4.846
40650,2.765,4.845
40700,2.765,4.844
40750,2.765,4.841
40800,2.766,4.84
40850,2.767,4.84
40900,2.767,4.84
40950,2.767,4.837
41000,2.769,4.829
41050,2.771,4.827
41100,2.771,4.826
41150,2.771,4.822
41200,2.771,4.815
41250,2.771,4.81
41300,2.771,4.806
41350,2.771,4.802
41400,2.773,4.797
41450,2.777,4.795
41500,2.778,4.793
41550,2.781,4.788
41600,2.784,4.782
41650,2.786,4.782
41700,2.789,4.782
41750,2.792,4.782
41800,2.792,4.782
41850,2.792,4.782
41900,2.792,4.782
41950,2.792,4.782
42000,2.792,4.782
42050,2.792,4.782
42100,2.792,4.782
42150,2.792,4.782
42200,2.792,4.782
42250,2.792,4.782
42300,2.792,4.782
42350,2.792,4.782
42400,2.792,4.782
42450,2.792,4.782
42500,2.792,4.782
42550,2.792,4.782
42600,2.792,4.782
42650,2.792,4.782
42700,2.792,4.782
42750,2.792,4.782
42800,2.792,4.782
42850,2.792,4.782
42900,2.792,4.782
42950,2.792,4.782
43000,2.792,4.782
43050,2.792,4.782
43100,2.792,4.782
43150,2.792,4.782
43200,2.792,4.782
43250,2.792,4.782
43300,2.792,4.782
43350,2.792,4.782
43400,2.792,4.782
43450,2.792,4.782
43500,2.792,4.782
43550,2.792,4.782
43600,2.792,4.782
43650,2.792,4.782
43700,2.792,4.782
43750,2.792,4.782
43800,2.792,4.782
43850,2.792,4.782
43900,2.792,4.782
43950,2.792,4.782
44000,2.792,4.782
44050,2.792,4.782
44100,2.792,4.782
44150,2.792,4.782
44200,2.792,4.782
44250,2.792,4.782
44300,2.792,4.782
44350,2.792,4.782
44400,2.792,4.782
44450,2.792,4.782
44500,2.792,4.782
44550,2.792,4.782
44600,2.792,4.782
44650,2.792,4.782
44700,2.792,4.787
44750,2.792,4.802
44800,2.792,4.817
44850,2.792,4.828
44900,2.792,4.838
44950,2.789,4.85
45000,2.781,4.864
45050,2.774,4.888
45100,2.753,4.912
45150,2.739,4.935
45200,2.72,4.945
45250,2.707,4.946
45300,2.693,4.947
45350,2.66,4.956
45400,2.602,4.97
45450,2.554,4.983
45500,2.514,4.992
45550,2.485,4.992
45600,2.463,4.992
45650,2.444,4.992
45700,2.423,4.992
45750,2.422,4.992
45800,2.42,4.992
45850,2.419,4.992
45900,2.414,4.992
45950,2.41,4.992
46000,2.406,4.992
46050,2.402,4.992
46100,2.396,4.992
46150,2.385,4.992
46200,2.368,4.992
46250,2.353,4.992
46300,2.343,4.992
46350,2.337,4.992
46400,2.333,4.99
46450,2.333,4.989
46500,2.333,4.986
46550,2.333,4.985
46600,2.333,4.982
46650,2.333,4.982
46700,2.333,4.981
46750,2.333,4.981
46800,2.333,4.981
46850,2.333,4.981
46900,2.333,4.981
46950,2.333,4.981
47000,2.333,4.981
47050,2.333,4.981
47100,2.333,4.981
47150,2.333,4.981
47200,2.333,4.98
47250,2.333,4.98
47300,2.333,4.98
47350,2.333,4.98
47400,2.333,4.98
47450,2.333,4.98
47500,2.333,4.98
47550,2.333,4.98
47600,2.333,4.98
47650,2.333,4.98
47700,2.333,4.98
47750,2.333,4.98
47800,2.333,4.98
47850,2.333,4.979
47900,2.333,4.975
47950,2.333,4.972
48000,2.333,4.968
48050,2.335,4.964
48100,2.341,4.959
48150,2.349,4.957
48200,2.349,4.953
48250,2.351,4.951
48300,2.355,4.943
48350,2.361,4.934
48400,2.37,4.924
48450,2.375,4.92
48500,2.38,4.916
48550,2.386,4.911
48600,2.392,4.91
48650,2.394,4.905
48700,2.401,4.904
48750,2.405,4.904
48800,2.412,4.901
48850,2.421,4.9
48900,2.425,4.895
