time,valence,arousal
0,5.0,5.063
50,5.0,5.063
100,5.0,5.063
150,5.0,5.063
200,5.0,5.063
250,5.0,5.063
300,5.0,5.063
350,5.0,5.063
400,5.0,5.063
450,5.0,5.063
500,5.0,5.063
550,5.0,5.063
600,5.0,5.063
650,5.0,5.063
700,5.0,5.063
750,5.0,5.063
800,5.0,5.063
850,5.0,5.063
900,5.0,5.063
950,5.0,5.063
1000,5.0,5.063
1050,5.0,5.063
1100,5.0,5.063
1150,5.0,5.063
1200,5.0,5.063
1250,5.0,5.063
1300,5.0,5.063
1350,5.0,5.063
1400,5.0,5.063
1450,5.0,5.063
1500,5.0,5.063
1550,5.0,5.063
1600,5.0,5.063
1650,5.0,5.063
1700,5.0,5.063
1750,5.0,5.063
1800,5.0,5.063
1850,5.0,5.063
1900,5.0,5.063
1950,5.0,5.063
2000,5.0,5.063
2050,5.0,5.063
2100,5.0,5.063
2150,5.0,5.063
2200,5.0,5.063
2250,5.0,5.063
2300,5.0,5.063
2350,5.0,5.063
2400,5.0,5.063
2450,5.0,5.063
2500,5.0,5.063
2550,5.0,5.063
2600,5.0,5.063
2650,5.0,5.063
2700,5.0,5.063
2750,5.0,5.063
2800,5.0,5.063
2850,5.0,5.063
2900,5.0,5.063
2950,5.0,5.063
3000,5.0,5.063
3050,5.0,5.063
3100,5.0,5.063
3150,5.0,5.063
3200,5.0,5.063
3250,5.0,5.063
3300,5.0,5.063
3350,5.0,5.063
3400,5.0,5.063
3450,5.0,5.063
3500,5.0,5.063
3550,5.0,5.063
3600,5.0,5.063
3650,5.0,5.063
3700,5.0,5.063
3750,5.0,5.063
3800,5.0,5.063
3850,5.0,5.063
3900,5.0,5.063
3950,5.0,5.063
4000,5.0,5.063
4050,5.0,5.063
4100,5.0,5.063
4150,5.0,5.063
4200,5.0,5.063
4250,5.0,5.063
4300,5.0,5.063
4350,5.0,5.063
4400,5.0,5.063
4450,5.0,5.063
4500,5.0,5.063
4550,5.0,5.063
4600,5.0,5.063
4650,5.0,5.063
4700,5.0,5.063
4750,5.0,5.063
4800,5.0,5.063
4850,5.0,5.063
4900,5.0,5.063
4950,5.0,5.063
5000,5.0,5.063
5050,5.0,5.063
5100,5.0,5.063
5150,5.0,5.063
5200,5.0,5.063
5250,5.0,5.063
5300,5.0,5.063
5350,5.0,5.063
5400,5.0,5.063
5450,5.0,5.063
5500,5.0,5.063
5550,5.0,5.063
5600,5.0,5.063
5650,5.0,5.063
5700,5.0,5.063
5750,5.0,5.063
5800,5.0,5.063
5850,5.0,5.063
5900,5.0,5.063
5950,5.0,5.063
6000,5.0,5.063
6050,5.0,5.063
6100,5.0,5.063
6150,5.0,5.063
6200,5.0,5.063
6250,5.0,5.063
6300,5.0,5.063
6350,5.0,5.063
6400,5.0,5.063
6450,5.0,5.063
6500,5.0,5.063
6550,5.0,5.063
6600,5.0,5.063
6650,5.0,5.063
6700,5.0,5.063
6750,5.0,5.063
6800,5.0,5.061
6850,5.0,5.037
6900,5.0,5.0
6950,5.0,5.0
7000,5.052,5.0
7050,5.202,5.003
7100,5.318,4.999
7150,5.447,4.973
7200,5.628,4.962
7250,5.768,4.957
7300,5.798,4.957
7350,5.798,4.971
7400,5.798,5.014
7450,5.798,5.054
7500,5.798,5.084
7550,5.798,5.102
7600,5.798,5.114
7650,5.798,5.126
7700,5.798,5.14
7750,5.798,5.143
7800,5.798,5.143
7850,5.805,5.143
7900,5.831,5.143
7950,5.861,5.143
8000,5.881,5.143
8050,5.884,5.143
8100,5.884,5.143
8150,5.884,5.143
8200,5.884,5.143
8250,5.884,5.143
8300,5.884,5.143
8350,5.884,5.143
8400,5.884,5.143
8450,5.884,5.143
8500,5.884,5.143
8550,5.884,5.143
8600,5.884,5.143
8650,5.884,5.143
8700,5.884,5.142
8750,5.884,5.132
8800,5.884,5.105
8850,5.884,5.09
8900,5.884,5.077
8950,5.884,5.05
9000,5.884,5.027
9050,5.886,5.008
9100,5.894,4.996
9150,5.901,4.984
9200,5.914,4.976
9250,5.924,4.973
9300,5.929,4.966
9350,5.937,4.957
9400,5.944,4.951
9450,5.944,4.946
9500,5.944,4.936
9550,5.944,4.916
9600,5.944,4.916
9650,5.944,4.916
9700,5.944,4.916
9750,5.944,4.916
9800,5.944,4.916
9850,5.944,4.917
9900,5.944,4.918
9950,5.944,4.918
10000,5.944,4.918
10050,5.944,4.918
10100,5.944,4.918
10150,5.944,4.918
10200,5.944,4.918
10250,5.944,4.919
10300,5.944,4.923
10350,5.944,4.933
10400,5.944,4.939
10450,5.944,4.941
10500,5.944,4.945
10550,5.944,4.948
10600,5.944,4.951
10650,5.944,4.951
10700,5.944,4.951
10750,5.944,4.952
10800,5.944,4.953
10850,5.944,4.955
10900,5.944,4.955
10950,5.944,4.957
11000,5.944,4.957
11050,5.944,4.96
11100,5.944,4.967
11150,5.944,4.969
11200,5.944,4.973
11250,5.944,4.974
11300,5.944,4.975
11350,5.944,4.976
11400,5.944,4.976
11450,5.944,4.976
11500,5.944,4.976
11550,5.944,4.976
11600,5.944,4.976
11650,5.944,4.976
11700,5.944,4.979
11750,5.944,4.984
11800,5.944,4.984
11850,5.944,4.987
11900,5.944,4.993
11950,5.944,4.999
12000,5.944,5.001
12050,5.944,5.002
12100,5.944,5.002
12150,5.944,5.002
12200,5.944,5.002
12250,5.944,5.002
12300,5.944,5.002
12350,5.944,5.002
12400,5.944,5.002
12450,5.944,5.002
12500,5.944,5.002
12550,5.944,5.002
12600,5.944,5.002
12650,5.944,5.002
12700,5.944,5.002
12750,5.944,5.002
12800,5.944,5.002
