time,valence,arousal
0,5.0,5.0
50,5.0,5.0
100,5.0,5.0
150,5.0,5.0
200,5.0,5.0
250,5.0,5.0
300,5.0,5.0
350,5.0,5.0
400,5.0,5.0
450,5.0,5.0
500,5.0,5.0
550,5.0,5.0
600,5.0,5.0
650,5.0,5.0
700,5.0,5.0
750,5.0,5.0
800,5.0,5.0
850,5.0,5.0
900,5.0,5.0
950,5.0,5.0
1000,5.0,5.0
1050,5.0,5.0
1100,5.0,5.0
1150,5.0,5.0
1200,5.0,5.0
1250,5.0,5.0
1300,5.0,5.0
1350,5.0,5.0
1400,5.0,5.0
1450,5.0,5.0
1500,5.0,5.0
1550,5.0,5.0
1600,5.0,5.0
1650,5.0,5.0
1700,5.0,5.0
1750,5.0,5.0
1800,5.0,5.0
1850,5.0,5.0
1900,5.0,5.0
1950,5.0,5.0
2000,5.0,5.0
2050,5.0,5.0
2100,5.0,5.0
2150,5.0,5.0
2200,5.0,5.0
2250,5.0,5.0
2300,5.0,5.0
2350,5.0,5.0
2400,5.0,5.0
2450,5.0,5.0
2500,5.0,5.0
2550,5.0,5.0
2600,5.0,5.0
2650,5.0,5.0
2700,5.0,5.0
2750,5.0,5.0
2800,5.0,5.0
2850,5.0,5.0
2900,5.0,5.0
2950,5.0,5.0
3000,5.0,5.0
3050,5.0,5.0
3100,5.0,5.0
3150,5.0,5.0
3200,5.0,5.0
3250,5.0,5.0
3300,5.0,5.0
3350,5.0,5.0
3400,5.0,5.0
3450,5.0,5.0
3500,5.0,5.0
3550,5.0,5.0
3600,5.0,5.0
3650,5.0,5.0
3700,5.0,5.0
3750,5.0,5.0
3800,5.0,5.0
3850,5.0,5.0
3900,5.0,5.0
3950,5.0,5.0
4000,5.0,5.0
4050,5.0,5.011
4100,5.0,5.057
4150,5.0,5.121
4200,5.0,5.157
4250,5.0,5.183
4300,5.0,5.191
4350,5.0,5.192
4400,5.0,5.2
4450,5.0,5.205
4500,5.0,5.229
4550,5.0,5.247
4600,5.011,5.277
4650,5.026,5.294
4700,5.058,5.316
4750,5.108,5.342
4800,5.148,5.359
4850,5.19,5.383
4900,5.248,5.412
4950,5.298,5.437
5000,5.349,5.466
5050,5.409,5.49
5100,5.479,5.505
5150,5.534,5.507
5200,5.567,5.508
5250,5.594,5.508
5300,5.623,5.508
5350,5.643,5.495
5400,5.669,5.448
5450,5.7,5.413
5500,5.734,5.398
5550,5.755,5.397
5600,5.773,5.397
5650,5.807,5.404
5700,5.84,5.406
5750,5.844,5.406
5800,5.851,5.406
5850,5.857,5.406
5900,5.866,5.394
5950,5.879,5.38
6000,5.89,5.376
6050,5.901,5.375
6100,5.919,5.375
6150,5.953,5.382
6200,6.025,5.409
6250,6.111,5.428
6300,6.182,5.444
6350,6.218,5.466
6400,6.236,5.482
6450,6.256,5.49
6500,6.275,5.505
6550,6.283,5.532
6600,6.29,5.552
6650,6.308,5.586
6700,6.328,5.632
6750,6.341,5.654
6800,6.355,5.666
6850,6.361,5.674
6900,6.373,5.682
6950,6.384,5.703
7000,6.399,5.729
7050,6.416,5.751
7100,6.437,5.778
7150,6.455,5.799
7200,6.474,5.819
7250,6.494,5.84
7300,6.515,5.854
7350,6.528,5.86
7400,6.537,5.869
7450,6.553,5.872
7500,6.559,5.876
7550,6.565,5.876
7600,6.57,5.882
7650,6.573,5.883
7700,6.573,5.886
7750,6.573,5.887
7800,6.573,5.887
7850,6.573,5.887
7900,6.573,5.887
7950,6.573,5.887
8000,6.573,5.887
8050,6.573,5.887
8100,6.568,5.887
8150,6.551,5.86
8200,6.53,5.833
8250,6.515,5.818
8300,6.51,5.805
8350,6.51,5.803
8400,6.51,5.803
8450,6.51,5.803
8500,6.51,5.803
