time,ecg,bvp,gsr,rsp,skt,emg_zygo,emg_coru,emg_trap
0,0.685,37.494,22.985,37.822,33.901,4.824,5.769,5.646
1,0.688,37.149,23.009,37.851,33.912,4.905,5.972,5.889
2,0.698,37.299,22.982,37.928,33.912,4.906,5.893,5.729
3,0.698,37.425,22.946,37.842,33.912,4.947,5.892,5.768
4,0.705,37.417,22.981,37.832,33.915,4.907,5.811,5.687
5,0.695,37.081,23.005,37.832,33.912,4.825,5.891,5.727
6,0.698,37.203,22.954,37.832,33.905,4.783,5.851,5.646
7,0.685,37.3,22.899,37.832,33.908,4.905,5.973,5.849
8,0.701,37.051,22.883,37.908,33.915,4.865,5.811,5.769
9,0.685,37.049,22.906,37.842,33.912,4.824,5.891,5.85
10,0.688,37.183,22.914,37.841,33.919,4.905,5.851,5.851
11,0.675,37.223,22.973,37.822,33.912,4.784,5.851,5.688
12,0.678,36.945,22.938,37.822,33.908,4.864,5.851,5.727
13,0.662,37.048,22.934,37.803,33.908,4.743,5.81,5.768
14,0.682,37.25,22.993,37.879,33.922,4.905,5.891,5.85
15,0.669,37.281,22.997,37.823,33.915,4.865,5.892,5.851
16,0.675,36.927,22.974,37.822,33.915,4.824,5.933,5.891
17,0.672,37.057,22.892,37.803,33.908,4.702,5.811,5.689
18,0.688,37.212,22.875,37.831,33.912,4.823,5.81,5.809
19,0.682,37.261,22.871,37.812,33.912,4.702,5.81,5.81
20,0.708,36.859,22.914,37.851,33.926,4.985,6.054,5.891
21,0.698,36.961,22.95,37.822,33.912,4.866,5.934,5.811
22,0.695,37.077,22.981,37.832,33.919,4.906,5.974,5.932
23,0.698,37.116,22.966,37.784,33.902,4.784,5.73,5.73
24,0.708,36.963,22.97,37.802,33.915,4.824,5.809,5.809
25,0.698,37.096,23.005,37.793,33.905,4.743,5.769,5.769
26,0.698,37.212,23.017,37.85,33.929,4.945,6.053,5.972
27,0.698,37.233,22.943,37.832,33.909,4.866,5.893,5.893
28,0.692,36.638,22.872,37.812,33.922,4.865,5.973,5.892
29,0.685,36.786,22.891,37.87,33.908,4.743,5.811,5.729
30,0.679,36.883,22.867,37.822,33.915,4.905,5.85,5.768
31,0.672,36.807,22.969,37.803,33.915,4.784,5.81,5.85
32,0.665,36.711,22.931,37.812,33.919,4.905,6.013,6.013
33,0.682,36.844,22.95,37.822,33.912,4.865,5.893,5.852
34,0.675,36.951,22.954,37.822,33.919,4.906,5.973,5.932
35,0.665,36.568,23.001,37.812,33.912,4.865,5.893,5.811
36,0.665,36.641,22.986,37.793,33.915,4.865,5.892,5.85
37,0.672,36.786,23.017,37.793,33.905,4.824,5.77,5.769
38,0.682,36.864,22.935,37.822,33.908,4.783,5.85,5.891
39,0.692,36.462,22.922,37.812,33.915,4.824,5.891,5.851
40,0.685,36.602,22.934,37.812,33.922,4.865,5.933,5.851
41,0.688,36.699,22.985,37.822,33.915,4.824,5.811,5.891
42,0.685,36.748,22.939,37.803,33.901,4.783,5.891,5.851
43,0.695,36.375,22.997,37.793,33.905,4.783,5.77,5.81
44,0.682,36.496,22.939,37.783,33.912,4.742,5.768,5.81
45,0.708,36.669,22.993,37.812,33.922,4.823,5.809,5.81
46,0.698,36.7,22.974,37.784,33.915,4.865,5.81,5.891
47,0.685,36.384,22.97,37.793,33.915,4.906,5.85,5.933
48,0.662,36.496,22.923,37.774,33.905,4.744,5.729,5.77
49,0.669,36.631,22.918,37.793,33.912,4.742,5.768,5.809
50,0.656,36.661,22.926,37.793,33.912,4.742,5.768,5.81
51,0.672,36.383,22.946,37.831,33.929,4.945,5.891,5.81
52,0.669,36.505,22.985,37.803,33.912,4.825,5.851,5.932
53,0.659,36.631,22.974,37.803,33.915,4.865,5.851,5.892
