time,ecg,bvp,gsr,rsp,skt,emg_zygo,emg_coru,emg_trap
0,0.698,36.34,26.711,46.369,30.504,6.137,6.754,5.604
1,0.688,36.208,26.742,46.378,30.508,6.138,6.795,5.767
2,0.705,36.321,26.786,46.388,30.508,6.138,6.795,5.728
3,0.692,36.428,26.72,46.36,30.501,5.976,6.755,5.605
4,0.701,36.515,26.735,46.369,30.504,6.015,6.673,5.604
5,0.685,35.922,26.758,46.369,30.508,6.096,6.753,5.767
6,0.679,36.031,26.719,46.35,30.497,5.975,6.673,5.647
7,0.691,36.156,26.629,46.369,30.501,5.974,6.794,5.686
8,0.708,36.282,26.706,46.369,30.508,6.055,6.673,5.809
9,0.711,36.073,26.723,46.388,30.511,6.137,6.835,5.81
10,0.705,36.205,26.778,46.369,30.501,5.976,6.674,5.647
11,0.702,36.34,26.79,46.369,30.511,5.974,6.794,5.727
12,0.701,36.409,26.704,46.388,30.508,5.974,6.714,5.646
13,0.705,36.036,26.734,46.35,30.504,5.893,6.672,5.686
14,0.695,36.176,26.743,46.34,30.494,5.811,6.631,5.605
15,0.718,36.34,26.688,46.378,30.508,5.932,6.834,5.726
16,0.702,36.361,26.707,46.35,30.501,5.974,6.755,5.768
17,0.721,36.15,26.758,46.34,30.508,5.893,6.673,5.687
18,0.702,36.282,26.794,46.378,30.504,5.933,6.753,5.727
19,0.714,36.428,26.79,46.388,30.508,6.055,6.795,5.727
20,0.711,36.429,26.763,46.369,30.504,5.853,6.673,5.687
21,0.715,35.94,26.739,46.35,30.504,5.973,6.672,5.646
22,0.692,36.06,26.727,46.369,30.501,5.933,6.672,5.686
23,0.685,36.166,26.758,46.35,30.501,5.892,6.591,5.646
24,0.688,36.167,26.712,46.369,30.501,5.892,6.671,5.645
25,0.695,36.129,26.715,46.378,30.511,6.054,6.713,5.727
26,0.701,36.273,26.766,46.388,30.522,6.097,6.713,5.85
27,0.695,36.351,26.774,46.36,30.501,5.935,6.632,5.729
28,0.701,36.294,26.692,46.388,30.504,6.014,6.672,5.809
29,0.695,36.399,26.676,46.379,30.508,5.974,6.591,5.728
30,0.698,36.496,26.676,46.35,30.504,5.974,6.509,5.646
31,0.701,36.573,26.734,46.35,30.494,5.771,6.427,5.686
32,0.711,35.654,26.696,46.369,30.504,5.972,6.629,5.727
33,0.724,35.769,26.758,46.369,30.511,5.974,6.55,5.727
34,0.754,35.914,26.723,46.369,30.501,5.974,6.508,5.727
35,0.754,36.011,26.758,46.378,30.511,6.015,6.63,5.727
36,0.751,35.974,26.731,46.379,30.518,6.015,6.59,5.768
37,0.718,36.079,26.676,46.417,30.504,5.893,6.468,5.728
38,0.698,36.234,26.738,46.389,30.508,5.973,6.467,5.646
39,0.688,36.302,26.708,46.369,30.511,5.974,6.507,5.727
40,0.672,35.814,26.781,46.35,30.504,5.893,6.467,5.727
41,0.675,35.962,26.766,46.35,30.501,5.973,6.548,5.687
42,0.695,36.108,26.704,46.388,30.504,6.055,6.59,5.687
43,0.698,36.167,26.75,46.398,30.515,6.137,6.712,5.89
44,0.692,35.813,26.743,46.36,30.501,5.976,6.591,5.729
45,0.685,35.953,26.637,46.407,30.508,6.055,6.671,5.809
46,0.685,36.098,26.718,46.398,30.511,6.015,6.631,5.728
47,0.688,36.09,26.739,46.36,30.501,6.015,6.509,5.646
48,0.695,35.802,26.735,46.34,30.494,5.934,6.508,5.564
49,0.695,35.934,26.782,46.378,30.508,6.014,6.67,5.726
50,0.695,36.05,26.685,46.388,30.508,5.974,6.591,5.687
51,0.705,35.994,26.691,46.388,30.508,5.933,6.631,5.727
52,0.702,35.773,26.754,46.388,30.511,6.055,6.672,5.727
53,0.708,35.933,26.739,46.407,30.515,6.015,6.591,5.768
54,0.695,36.002,26.727,46.369,30.504,5.893,6.509,5.647
55,0.711,35.705,26.743,46.369,30.504,5.973,6.508,5.645
56,0.708,35.789,26.735,46.388,30.508,6.015,6.589,5.686
57,0.695,35.914,26.75,46.36,30.497,5.893,6.468,5.646
58,0.692,36.002,26.653,46.359,30.515,5.973,6.507,5.686
59,0.698,35.734,26.742,46.407,30.508,6.055,6.508,5.727
60,0.698,35.827,26.735,46.417,30.515,6.137,6.63,5.89
61,0.695,35.953,26.778,46.369,30.504,5.976,6.509,5.648
62,0.692,36.05,26.696,46.388,30.508,6.055,6.589,5.727
63,0.688,35.591,26.711,46.379,30.508,5.975,6.549,5.768
64,0.685,35.711,26.719,46.35,30.504,5.893,6.427,5.647
65,0.685,35.818,26.735,46.34,30.497,5.811,6.426,5.605
66,0.701,35.934,26.649,46.378,30.504,5.972,6.588,5.808
67,0.688,35.705,26.671,46.379,30.501,5.933,6.549,5.728
68,0.698,35.856,26.726,46.369,30.508,5.852,6.59,5.687
69,0.705,35.973,26.762,46.388,30.511,5.973,6.671,5.768
70,0.715,36.041,26.809,46.398,30.515,6.055,6.753,5.768
71,0.702,35.639,26.689,46.369,30.497,5.893,6.673,5.687
72,0.698,35.788,26.723,46.369,30.501,5.973,6.713,5.687
73,0.705,35.905,26.739,46.369,30.511,6.015,6.794,5.727
74,0.702,35.896,26.684,46.378,30.504,5.812,6.714,5.646
75,0.698,35.503,26.703,46.369,30.501,5.891,6.835,5.645
76,0.698,35.681,26.711,46.378,30.504,5.973,6.837,5.767
77,0.695,35.808,26.77,46.388,30.508,5.974,6.958,5.809
78,0.685,35.867,26.735,46.369,30.501,5.933,6.838,5.728
79,0.701,35.704,26.727,46.388,30.511,5.974,6.999,5.768
80,0.705,35.827,26.618,46.398,30.508,5.893,6.879,5.728
81,0.708,35.934,26.706,46.369,30.501,5.933,6.877,5.646
82,0.708,35.475,26.735,46.369,30.497,5.892,6.755,5.645
83,0.695,35.547,26.704,46.388,30.504,5.933,6.957,5.686
84,0.682,35.672,26.66,46.35,30.501,5.852,6.838,5.687
85,0.692,35.779,26.765,46.378,30.501,5.891,6.877,5.687
86,0.688,35.569,26.755,46.379,30.511,5.973,6.959,5.849
87,0.675,35.711,26.676,46.426,30.515,6.055,7.041,5.932
88,0.695,35.808,26.605,46.408,30.497,5.812,6.879,5.77
89,0.731,35.934,26.671,46.408,30.508,6.013,6.918,5.728
90,0.721,35.321,26.734,46.388,30.501,5.974,6.878,5.727
91,0.715,35.459,26.762,46.369,30.497,5.811,6.837,5.646
92,0.715,35.575,26.712,46.359,30.494,5.81,6.796,5.686
93,0.741,35.682,26.719,46.369,30.504,5.932,6.917,5.727
94,0.741,35.395,26.793,46.378,30.501,5.933,6.878,5.768
95,0.744,35.546,26.689,46.388,30.504,5.892,6.837,5.728
96,0.764,35.691,26.711,46.398,30.508,5.892,6.918,5.727
97,0.777,35.77,26.742,46.398,30.515,5.973,6.919,5.768
98,0.767,35.329,26.735,46.379,30.504,5.852,6.878,5.728
99,0.78,35.469,26.735,46.369,30.501,5.851,6.877,5.687
100,0.78,35.595,26.731,46.369,30.508,5.891,7.081,5.687
101,0.774,35.615,26.68,46.369,30.497,5.811,6.961,5.687
102,0.78,35.395,26.719,46.388,30.501,5.891,7.041,5.727
103,0.787,35.556,26.723,46.379,30.508,5.933,7.082,5.727
104,0.81,35.711,26.723,46.465,30.522,6.055,7.205,5.89
105,0.803,35.722,26.688,46.37,30.501,5.893,7.043,5.689
106,0.79,35.434,26.773,46.407,30.511,5.892,7.123,5.727
107,0.787,35.537,26.766,46.388,30.508,5.892,7.083,5.809
108,0.803,35.643,26.716,46.369,30.494,5.851,7.042,5.647
109,0.774,35.299,26.629,46.359,30.497,5.81,7.001,5.645
110,0.793,35.392,26.714,46.398,30.504,5.891,7.163,5.767
111,0.797,35.556,26.75,46.388,30.504,5.973,7.165,5.85
112,0.787,35.624,26.7,46.379,30.501,5.811,7.124,5.688
113,0.806,35.232,26.742,46.379,30.508,5.891,7.124,5.768
114,0.82,35.381,26.727,46.388,30.508,5.892,7.043,5.728
115,0.836,35.469,26.746,46.369,30.501,5.892,7.042,5.605
116,0.836,35.566,26.676,46.378,30.501,5.851,6.879,5.645
117,0.836,35.135,26.734,46.426,30.508,5.891,7.081,5.727
118,0.826,35.256,26.672,46.369,30.501,5.933,6.961,5.727
119,0.843,35.391,26.711,46.388,30.497,5.892,7.041,5.646
120,0.859,35.479,26.785,46.407,30.515,6.014,7.001,5.767
121,0.859,35.336,26.743,46.427,30.515,6.056,7.082,5.809
122,0.853,35.478,26.719,46.369,30.501,5.975,6.88,5.688
123,0.859,35.604,26.715,46.407,30.511,6.055,6.918,5.727
124,0.859,35.654,26.766,46.388,30.508,6.056,6.878,5.768
125,0.856,35.127,26.677,46.388,30.501,5.934,6.837,5.647
126,0.869,35.256,26.695,46.379,30.501,5.933,6.837,5.686
127,0.879,35.43,26.711,46.407,30.501,6.136,6.796,5.768
128,0.879,35.45,26.766,46.398,30.504,6.138,6.877,5.768
129,0.872,35.259,26.747,46.388,30.508,6.098,6.755,5.768
130,0.866,35.41,26.688,46.417,30.508,6.097,6.795,5.768
131,0.885,35.537,26.703,46.417,30.511,6.178,6.836,5.728
132,0.879,35.624,26.762,46.398,30.494,6.057,6.755,5.687
133,0.879,35.126,26.712,46.379,30.504,6.097,6.673,5.687
134,0.879,35.284,26.692,46.398,30.504,6.056,6.835,5.727
135,0.879,35.353,26.723,46.369,30.494,6.015,6.714,5.687
136,0.882,35.162,26.735,46.359,30.504,6.096,6.672,5.727
137,0.889,35.275,26.7,46.378,30.504,6.138,6.794,5.768
