time,ecg,bvp,gsr,rsp,skt,emg_zygo,emg_coru,emg_trap
0,0.777,36.604,11.336,35.983,24.583,5.358,5.358,6.18
1,0.784,36.738,11.347,35.964,24.583,5.236,5.317,6.179
2,0.777,36.806,11.285,35.992,24.583,5.275,5.358,6.22
3,0.793,36.509,11.339,36.021,24.59,5.52,5.521,6.302
4,0.787,36.621,11.335,35.983,24.583,5.319,5.36,6.262
5,0.774,36.709,11.327,35.992,24.59,5.317,5.317,6.262
6,0.787,36.806,11.37,35.993,24.59,5.317,5.398,6.262
7,0.79,36.49,11.371,35.973,24.59,5.358,5.318,6.221
8,0.774,36.65,11.328,35.964,24.583,5.236,5.317,6.098
9,0.771,36.719,11.366,35.983,24.583,5.357,5.358,6.219
10,0.77,36.825,11.265,35.992,24.58,5.358,5.358,6.18
11,0.767,36.558,11.299,36.002,24.576,5.236,5.317,6.139
12,0.767,36.689,11.292,35.973,24.579,5.275,5.317,6.138
13,0.767,36.825,11.292,36.012,24.6,5.398,5.52,6.341
14,0.77,36.922,11.343,36.012,24.594,5.318,5.4,6.14
15,0.764,36.501,11.32,35.993,24.587,5.317,5.358,6.179
16,0.764,36.631,11.366,35.993,24.59,5.317,5.358,6.179
17,0.761,36.767,11.339,36.012,24.587,5.317,5.48,6.301
18,0.764,36.797,11.308,36.002,24.583,5.276,5.318,6.14
19,0.764,36.586,11.327,35.983,24.58,5.276,5.358,6.138
20,0.777,36.728,11.273,36.012,24.58,5.357,5.399,6.098
21,0.774,36.854,11.303,36.021,24.583,5.317,5.318,6.097
22,0.767,36.826,11.311,35.993,24.576,5.236,5.317,6.097
23,0.767,36.529,11.319,36.021,24.583,5.397,5.439,6.26
24,0.777,36.689,11.37,36.06,24.586,5.44,5.481,6.18
25,0.767,36.767,11.328,36.022,24.59,5.359,5.4,6.098
26,0.774,36.672,11.374,36.022,24.58,5.48,5.399,6.178
27,0.784,36.614,11.332,36.022,24.583,5.4,5.399,6.139
28,0.8,36.728,11.312,36.041,24.586,5.48,5.358,6.138
29,0.787,36.796,11.308,35.993,24.576,5.318,5.399,6.057
30,0.79,36.413,11.269,36.021,24.586,5.439,5.399,6.097
31,0.787,36.515,11.303,36.022,24.583,5.359,5.318,6.178
32,0.777,36.631,11.28,36.031,24.576,5.277,5.358,6.057
33,0.787,36.719,11.311,36.031,24.583,5.357,5.521,6.178
34,0.787,36.537,11.319,36.07,24.593,5.561,5.522,6.261
35,0.78,36.631,11.323,36.032,24.587,5.401,5.482,6.139
36,0.777,36.757,11.366,36.06,24.59,5.399,5.359,6.179
37,0.78,36.825,11.332,36.06,24.583,5.48,5.48,6.179
38,0.78,36.481,11.312,36.06,24.583,5.4,5.481,6.139
39,0.767,36.592,11.358,36.041,24.576,5.358,5.318,6.057
40,0.78,36.737,11.3,36.07,24.583,5.399,5.398,6.137
41,0.777,36.787,11.323,36.051,24.583,5.399,5.399,6.057
42,0.764,36.423,11.308,36.041,24.576,5.318,5.358,6.097
43,0.78,36.534,11.343,36.07,24.579,5.358,5.399,6.178
44,0.78,36.708,11.331,36.089,24.597,5.561,5.562,6.261
