time,ecg,bvp,gsr,rsp,skt,emg_zygo,emg_coru,emg_trap
0,0.856,36.607,27.783,32.537,25.772,8.643,5.933,6.097
1,0.853,36.738,27.627,32.547,25.775,8.644,5.933,6.097
2,0.849,36.873,27.798,32.527,25.772,8.684,5.892,6.097
3,0.846,36.951,27.592,32.518,25.768,8.644,5.851,6.097
4,0.84,36.712,27.813,32.527,25.768,8.603,5.891,6.016
5,0.846,36.902,27.596,32.546,25.778,8.765,5.973,6.056
6,0.849,36.99,27.707,32.556,25.785,8.807,5.974,6.178
7,0.827,37.02,27.779,32.518,25.775,8.645,5.893,6.098
8,0.843,36.675,27.729,32.479,25.765,8.603,5.892,6.016
9,0.839,36.815,27.771,32.546,25.764,8.521,5.811,6.015
10,0.846,36.941,27.612,32.499,25.764,8.479,5.85,5.974
11,0.853,36.961,27.829,32.508,25.764,8.438,5.81,6.015
12,0.843,36.693,27.562,32.498,25.768,8.397,5.85,6.015
13,0.853,36.844,27.703,32.498,25.764,8.438,5.769,6.056
14,0.859,36.941,27.51,32.508,25.764,8.357,5.891,6.015
15,0.846,36.77,27.656,32.47,25.751,8.234,5.811,5.934
16,0.856,36.72,27.794,32.498,25.768,8.273,5.81,5.974
17,0.853,36.854,27.631,32.517,25.771,8.314,5.891,6.096
18,0.856,36.97,27.817,32.508,25.775,8.274,5.973,6.097
19,0.849,36.636,27.6,32.498,25.775,8.274,5.893,6.016
20,0.846,36.719,27.774,32.498,25.778,8.111,5.811,6.056
21,0.849,36.883,27.545,32.479,25.768,8.069,5.891,5.975
22,0.849,36.942,27.73,32.479,25.771,7.987,5.892,6.015
23,0.846,36.568,27.682,32.479,25.771,7.986,5.892,6.015
24,0.856,36.699,27.763,32.517,25.778,7.986,6.014,6.137
25,0.84,36.815,27.838,32.498,25.775,8.027,5.974,6.138
26,0.826,36.912,27.542,32.469,25.765,7.824,5.852,6.098
27,0.833,36.721,27.758,32.46,25.761,7.7,5.851,5.975
28,0.836,36.873,27.561,32.44,25.771,7.74,5.851,6.015
29,0.83,37.009,27.688,32.45,25.765,7.74,5.769,6.015
30,0.839,37.106,27.712,32.45,25.775,7.74,5.85,6.056
31,0.839,36.858,27.654,32.45,25.775,7.74,5.81,6.015
32,0.846,36.97,27.864,32.431,25.758,7.781,5.891,6.056
