time,ecg,bvp,gsr,rsp,skt,emg_zygo,emg_coru,emg_trap
0,1.352,34.49,16.461,37.203,28.404,4.824,5.769,6.098
1,1.375,34.559,16.492,37.193,28.401,4.865,5.809,6.097
2,1.365,34.445,16.484,37.202,28.39,4.784,5.85,6.097
3,1.372,34.597,16.441,37.279,28.401,4.864,5.81,6.097
4,1.362,34.704,16.417,37.194,28.397,4.824,5.769,6.097
5,1.365,34.791,16.429,37.193,28.397,4.824,5.809,6.016
6,1.381,34.658,16.507,37.202,28.404,4.824,5.81,6.056
7,1.378,34.829,16.512,37.212,28.415,4.946,5.891,6.056
8,1.369,34.946,16.469,37.222,28.411,4.947,5.973,6.137
9,1.362,34.985,16.457,37.193,28.404,4.866,5.933,6.138
10,1.368,34.765,16.484,37.174,28.401,4.865,5.892,6.098
11,1.352,34.888,16.433,37.173,28.394,4.784,5.851,5.975
12,1.365,35.023,16.425,37.173,28.394,4.783,5.81,5.974
13,1.372,35.063,16.421,37.164,28.39,4.742,5.728,5.933
14,1.381,35.14,16.464,37.164,28.394,4.742,5.809,6.014
15,1.382,35.246,16.488,37.164,28.39,4.701,5.891,5.893
16,1.382,35.362,16.508,37.164,28.394,4.782,5.811,5.973
17,1.391,35.776,16.383,37.192,28.394,4.742,5.85,6.015
18,1.391,35.713,16.436,37.174,28.397,4.783,5.851,6.015
19,1.388,35.837,16.452,37.164,28.394,4.742,5.769,6.056
20,1.385,35.896,16.417,37.164,28.394,4.783,5.809,6.015
21,1.375,35.474,16.441,37.145,28.39,4.783,5.769,5.974
22,1.382,35.489,16.425,37.135,28.387,4.62,5.687,5.893
23,1.391,35.633,16.491,37.154,28.39,4.781,5.768,5.892
24,1.378,35.759,16.476,37.173,28.404,4.824,5.768,5.892
25,1.359,36.058,16.453,37.164,28.401,4.824,5.931,6.054
26,1.359,36.233,16.371,37.192,28.404,4.865,5.933,6.097
27,1.329,36.35,16.467,37.164,28.404,4.824,5.933,6.056
28,1.336,36.409,16.511,37.164,28.404,4.865,5.852,6.015
29,1.316,36.333,16.43,37.164,28.404,4.865,5.891,6.015
30,1.313,36.476,16.448,37.173,28.404,4.784,5.892,5.974
31,1.287,36.612,16.445,37.154,28.397,4.783,5.933,6.055
32,1.286,36.632,16.507,37.154,28.401,4.864,5.852,6.015
33,1.264,36.719,16.445,37.164,28.397,4.824,5.81,6.056
34,1.263,36.883,16.417,37.154,28.397,4.824,5.85,6.056
35,1.27,37.009,16.456,37.173,28.408,4.905,5.851,6.015
36,1.257,37.039,16.46,37.183,28.411,4.947,6.013,6.096
37,1.234,37.212,16.488,37.164,28.404,4.947,5.934,6.178
38,1.214,37.309,16.437,37.145,28.394,4.825,5.811,6.098
39,1.201,37.406,16.449,37.144,28.397,4.783,5.728,5.975
40,1.185,37.417,16.449,37.116,28.39,4.702,5.727,6.015
41,1.181,37.417,16.511,37.106,28.39,4.66,5.727,5.893
42,1.162,37.522,16.434,37.115,28.39,4.782,5.727,5.933
43,1.142,37.619,16.452,37.134,28.394,4.783,5.687,5.892
44,1.116,37.764,16.429,37.125,28.401,4.783,5.768,5.892
45,1.102,37.842,16.468,37.135,28.401,4.783,5.768,5.973
46,1.08,37.958,16.507,37.154,28.401,4.783,5.768,5.974
47,1.053,38.036,16.519,37.144,28.397,4.783,5.768,6.015
48,1.037,38.046,16.473,37.135,28.401,4.742,5.728,5.974
49,1.007,38.142,16.449,37.106,28.39,4.783,5.768,5.974
50,1.004,38.258,16.48,37.096,28.39,4.742,5.647,5.852
51,0.997,38.355,16.379,37.144,28.394,4.701,5.686,5.891
52,0.978,38.337,16.413,37.135,28.397,4.742,5.727,5.892
53,0.961,38.471,16.444,37.154,28.401,4.864,5.768,5.973
54,0.958,38.588,16.48,37.144,28.404,4.824,5.768,6.055
55,0.958,38.627,16.558,37.144,28.401,4.824,5.85,6.097
56,0.945,38.513,16.516,37.154,28.404,4.824,5.769,6.056
57,0.935,38.636,16.504,37.154,28.401,4.824,5.891,6.015
58,0.922,38.752,16.484,37.144,28.404,4.824,5.851,6.096
59,0.905,38.763,16.492,37.135,28.401,4.865,5.81,6.016
60,0.892,38.83,16.449,37.135,28.397,4.743,5.81,6.015
61,0.902,38.946,16.402,37.135,28.401,4.823,5.81,6.015
62,0.876,39.043,16.475,37.116,28.401,4.783,5.769,6.015
63,0.866,39.073,16.488,37.125,28.401,4.783,5.85,5.974
64,0.853,39.083,16.422,37.154,28.404,4.864,5.851,6.015
65,0.833,39.227,16.382,37.154,28.411,4.946,5.932,6.096
66,0.82,39.286,16.397,37.154,28.411,4.988,5.974,6.138
67,0.803,39.564,16.417,37.135,28.404,4.826,5.893,6.138
68,0.79,39.308,16.468,37.096,28.401,4.824,5.811,6.057
69,0.787,39.469,16.453,37.115,28.397,4.743,5.728,5.975
70,0.78,39.537,16.421,37.115,28.394,4.701,5.768,5.974
71,0.764,39.337,16.452,37.087,28.397,4.66,5.728,5.974
72,0.767,39.392,16.464,37.096,28.394,4.782,5.809,5.974
73,0.761,39.517,16.39,37.106,28.394,4.783,5.769,5.933
74,0.77,39.605,16.425,37.106,28.397,4.742,5.768,5.974
75,0.767,39.587,16.409,37.106,28.394,4.823,5.85,5.933
76,0.754,39.702,16.437,37.106,28.397,4.824,5.81,6.014
77,0.757,39.818,16.515,37.115,28.401,4.783,5.81,6.015
78,0.728,39.829,16.449,37.115,28.397,4.783,5.85,5.974
79,0.751,39.56,16.417,37.077,28.39,4.783,5.891,6.096
80,0.751,39.701,16.476,37.077,28.39,4.661,5.689,5.894
81,0.754,39.808,16.472,37.077,28.394,4.7,5.768,5.973
82,0.754,39.896,16.468,37.105,28.404,4.782,5.85,6.015
83,0.751,39.753,16.457,37.115,28.401,4.864,5.891,6.015
84,0.735,39.866,16.476,37.125,28.404,4.824,5.892,6.096
85,0.718,39.973,16.484,37.106,28.401,4.865,5.851,6.097
86,0.718,40.003,16.504,37.086,28.401,4.784,5.891,6.016
87,0.721,39.859,16.371,37.105,28.404,4.864,5.892,6.056
88,0.708,40.002,16.401,37.096,28.404,4.824,5.851,6.056
89,0.715,40.07,16.468,37.125,28.401,4.783,5.81,6.056
