time,ecg,bvp,gsr,rsp,skt,emg_zygo,emg_coru,emg_trap
0,0.859,35.859,20.198,36.563,22.196,5.234,8.642,22.639
1,0.862,36.02,20.198,36.592,22.199,5.275,8.684,23.989
2,0.856,36.156,20.221,36.583,22.196,5.235,8.684,26.442
3,0.862,36.139,20.132,36.564,22.189,5.153,8.644,30.085
4,0.866,35.832,20.123,36.544,22.182,5.112,8.684,33.7
5,0.885,35.991,20.104,36.563,22.199,5.234,8.766,36.867
6,0.876,36.108,20.17,36.573,22.199,5.357,8.889,39.175
7,0.879,36.128,20.167,36.554,22.196,5.195,8.768,40.377
8,0.889,35.985,20.147,36.573,22.199,5.275,8.848,40.795
9,0.889,36.079,20.108,36.545,22.196,5.276,8.889,40.799
10,0.879,36.167,20.084,36.535,22.189,5.195,8.727,40.271
11,0.872,35.774,20.056,36.554,22.196,5.194,8.807,39.493
12,0.879,35.837,20.134,36.563,22.199,5.234,8.889,38.51
13,0.895,35.972,20.135,36.554,22.203,5.194,8.849,37.361
14,0.879,36.06,20.158,36.516,22.192,5.112,8.767,36.008
15,0.863,35.802,20.1,36.496,22.182,5.071,8.726,34.694
16,0.869,35.991,20.002,36.553,22.202,5.233,8.807,33.664
17,0.866,36.127,20.118,36.554,22.203,5.316,8.889,32.841
18,0.872,36.186,20.104,36.516,22.192,5.236,8.768,31.735
19,0.863,35.88,20.135,36.525,22.199,5.194,8.767,30.992
20,0.859,36.03,20.178,36.525,22.196,5.234,8.726,30.253
21,0.849,36.137,20.178,36.506,22.192,5.113,8.685,29.351
22,0.866,36.225,20.202,36.534,22.196,5.152,8.725,28.569
23,0.872,35.938,20.202,36.515,22.199,5.234,8.766,27.87
24,0.889,36.108,20.136,36.525,22.203,5.235,8.726,27.375
25,0.872,36.186,20.112,36.496,22.196,5.153,8.603,27.167
26,0.866,36.235,20.139,36.486,22.182,5.071,8.521,27.531
27,0.889,35.986,20.19,36.505,22.195,5.233,8.642,28.145
28,0.879,36.137,20.151,36.515,22.203,5.275,8.725,28.517
29,0.885,36.234,20.096,36.496,22.192,5.154,8.603,29.008
30,0.882,36.293,20.08,36.505,22.196,5.315,8.602,29.786
31,0.882,35.948,20.033,36.506,22.196,5.195,8.521,30.81
32,0.879,36.069,20.099,36.477,22.192,5.194,8.479,31.958
33,0.879,36.186,20.084,36.486,22.192,5.234,8.52,33.068
34,0.879,36.196,20.166,36.505,22.196,5.316,8.601,33.892
35,0.889,36.062,20.143,36.515,22.203,5.317,8.602,34.225
36,0.869,36.166,20.041,36.477,22.192,5.154,8.562,34.147
37,0.866,36.254,20.072,36.457,22.192,5.112,8.48,33.781
38,0.866,36.13,20.103,36.476,22.199,5.274,8.52,33.411
39,0.859,36.148,20.135,36.505,22.203,5.316,8.642,32.797
40,0.862,36.263,20.178,36.477,22.189,5.195,8.521,31.856
41,0.879,36.37,20.194,36.486,22.199,5.275,8.601,31.034
42,0.882,35.987,20.206,36.467,22.196,5.195,8.562,30.05
43,0.879,36.07,20.206,36.448,22.189,5.153,8.439,29.023
44,0.876,36.224,20.151,36.457,22.199,5.193,8.397,28.2
45,0.892,36.321,20.131,36.486,22.199,5.316,8.478,27.541
46,0.905,36.14,20.154,36.496,22.213,5.317,8.56,26.925
47,0.889,36.215,20.178,36.448,22.192,5.154,8.399,26.065
48,0.902,36.321,20.159,36.457,22.182,5.153,8.316,25.324
49,0.899,36.428,20.147,36.457,22.195,5.234,8.518,24.788
50,0.899,36.065,20.088,36.476,22.203,5.235,8.561,24.295
51,0.889,36.214,20.088,36.457,22.189,5.194,8.48,23.477
52,0.895,36.36,20.033,36.467,22.199,5.275,8.642,22.94
53,0.882,36.409,20.091,36.448,22.196,5.235,8.644,22.285
54,0.872,36.736,20.119,36.438,22.185,5.153,8.521,21.587
55,0.882,36.883,20.146,36.428,22.195,5.234,8.52,20.97
56,0.889,37.028,20.08,36.457,22.199,5.235,8.52,20.395
57,0.885,37.097,20.103,36.457,22.196,5.275,8.52,19.738
58,0.872,35.966,20.103,36.419,22.192,5.195,8.439,19.162
59,0.872,36.108,20.111,36.428,22.189,5.112,8.438,18.628
60,0.872,36.272,20.182,36.438,22.196,5.234,8.601,18.135
61,0.889,36.284,20.174,36.457,22.203,5.316,8.684,17.805
62,0.885,36.428,20.182,36.409,22.199,5.236,8.562,17.232
63,0.882,36.592,20.167,36.428,22.192,5.275,8.602,17.145
64,0.885,36.699,20.135,36.457,22.196,5.235,8.521,17.145
65,0.885,36.739,20.088,36.409,22.189,5.153,8.52,16.982
66,0.876,36.49,20.15,36.428,22.196,5.193,8.601,17.061
67,0.889,36.631,20.174,36.447,22.199,5.316,8.806,17.062
68,0.899,36.738,20.182,36.438,22.192,5.236,8.767,17.062
69,0.889,36.499,20.1,36.399,22.189,5.153,8.767,16.94
70,0.892,36.526,20.076,36.38,22.182,5.112,8.726,16.898
71,0.889,36.708,20.076,36.418,22.192,5.234,8.929,16.979
72,0.895,36.834,20.072,36.476,22.199,5.357,9.093,17.061
73,0.886,36.318,20.095,36.419,22.192,5.155,8.973,16.9
74,0.885,36.466,20.127,36.418,22.192,5.193,8.972,16.735
75,0.879,36.564,20.15,36.399,22.192,5.275,9.135,16.815
76,0.869,36.641,20.057,36.389,22.192,5.195,9.136,16.653
77,0.872,36.498,20.107,36.389,22.192,5.194,9.095,16.57
78,0.876,36.641,20.107,36.399,22.199,5.234,9.217,16.57
79,0.863,36.776,20.139,36.389,22.192,5.235,9.178,16.407
80,0.859,36.816,20.147,36.38,22.192,5.194,9.137,16.365
81,0.859,36.471,20.17,36.38,22.192,5.194,9.177,16.405
82,0.872,36.631,20.19,36.399,22.196,5.275,9.34,16.649
83,0.892,36.767,20.217,36.428,22.203,5.316,9.382,16.774
84,0.876,36.806,20.116,36.418,22.189,5.154,9.22,16.734
85,0.869,36.672,20.1,36.39,22.199,5.234,9.259,16.693
86,0.863,36.796,20.138,36.399,22.199,5.235,9.3,16.855
87,0.869,36.902,20.17,36.38,22.196,5.275,9.341,16.898
88,0.869,36.961,20.182,36.38,22.192,5.195,9.26,16.817
89,0.859,36.684,20.128,36.399,22.199,5.234,9.259,16.979
90,0.859,36.825,20.127,36.389,22.192,5.235,9.259,16.98
91,0.859,36.922,20.037,36.38,22.185,5.153,9.178,16.98
92,0.853,36.942,20.013,36.408,22.195,5.193,9.259,17.061
93,0.866,36.731,20.091,36.39,22.192,5.316,9.259,17.184
94,0.856,36.883,20.158,36.418,22.203,5.276,9.178,17.47
95,0.836,36.961,20.143,36.38,22.199,5.154,9.137,17.636
96,0.846,36.76,20.065,36.341,22.185,5.112,9.055,17.719
97,0.849,36.739,20.107,36.36,22.195,5.274,9.095,18.085
98,0.84,36.883,20.1,36.37,22.199,5.276,9.136,18.374
99,0.83,36.97,20.111,36.341,22.189,5.235,8.974,18.742
100,0.836,36.684,20.154,36.389,22.202,5.275,9.094,19.762
101,0.833,36.796,20.182,36.37,22.199,5.276,9.095,20.992
102,0.83,36.874,20.198,36.351,22.185,5.195,8.973,22.306
103,0.826,36.98,20.19,36.351,22.195,5.194,9.053,23.417
104,0.836,36.665,20.139,36.379,22.196,5.275,9.095,24.444
105,0.839,36.834,20.115,36.38,22.196,5.316,9.095,25.064
106,0.83,36.912,20.107,36.332,22.192,5.154,8.973,25.437
107,0.83,36.961,20.166,36.322,22.185,5.112,8.891,25.765
108,0.849,36.703,20.127,36.341,22.195,5.193,9.093,26.013
109,0.84,36.863,20.123,36.389,22.203,5.316,9.136,26.056
110,0.843,36.951,20.068,36.361,22.192,5.195,8.974,25.731
111,0.833,37.057,20.064,36.36,22.199,5.275,8.972,25.524
112,0.833,36.665,20.107,36.351,22.196,5.235,8.972,25.034
113,0.826,36.767,20.111,36.322,22.189,5.153,8.891,24.582
114,0.82,36.902,20.174,36.341,22.189,5.234,8.93,24.375
115,0.826,36.952,20.167,36.351,22.196,5.275,8.931,24.535
116,0.823,36.722,20.077,36.341,22.209,5.276,8.85,24.943
117,0.8,36.835,20.087,36.322,22.189,5.195,8.849,25.435
118,0.79,36.922,20.08,36.302,22.189,5.153,8.727,26.009
119,0.793,37.0,20.13,36.341,22.192,5.234,8.848,26.747
120,0.8,36.818,20.154,36.36,22.203,5.397,8.889,28.137
121,0.8,36.96,20.182,36.341,22.192,5.196,8.768,30.387
122,0.81,37.058,20.194,36.351,22.199,5.316,8.767,33.296
123,0.8,37.154,20.175,36.332,22.192,5.276,8.726,35.887
124,0.8,36.724,20.131,36.322,22.192,5.235,8.522,37.742
125,0.813,36.863,20.1,36.331,22.199,5.235,8.601,39.062
126,0.813,36.97,20.135,36.341,22.206,5.316,8.602,39.888
127,0.807,36.789,20.186,36.351,22.196,5.317,8.562,40.181
128,0.807,36.826,20.135,36.312,22.192,5.236,8.48,39.94
129,0.803,36.951,20.096,36.302,22.185,5.153,8.398,39.246
130,0.813,37.067,20.08,36.331,22.195,5.234,8.56,38.629
131,0.81,36.608,20.056,36.331,22.199,5.357,8.602,37.688
132,0.8,36.738,20.068,36.312,22.192,5.317,8.521,36.581
133,0.807,36.883,20.115,36.331,22.199,5.317,8.52,35.634
134,0.803,36.932,20.154,36.312,22.199,5.236,8.52,34.69
135,0.797,36.75,20.155,36.312,22.192,5.235,8.398,33.623
136,0.79,36.912,20.069,36.312,22.196,5.235,8.519,32.596
137,0.793,37.047,20.123,36.312,22.199,5.275,8.479,31.651
138,0.797,37.135,20.127,36.312,22.196,5.235,8.52,30.666
139,0.784,36.695,20.143,36.283,22.189,5.235,8.358,29.965
140,0.774,36.796,20.147,36.254,22.189,5.113,8.356,29.511
141,0.793,36.96,20.166,36.292,22.199,5.274,8.519,29.587
142,0.803,37.019,20.17,36.331,22.206,5.357,8.601,29.751
143,0.794,36.723,20.147,36.274,22.196,5.236,8.399,29.671
144,0.806,36.892,20.112,36.302,22.196,5.275,8.519,29.914
145,0.8,37.009,20.088,36.302,22.192,5.276,8.479,30.079
146,0.797,37.048,20.131,36.283,22.185,5.195,8.438,30.284
147,0.813,36.742,20.162,36.283,22.199,5.275,8.438,30.611
148,0.807,36.883,20.166,36.302,22.196,5.316,8.601,30.696
149,0.826,36.999,20.12,36.293,22.196,5.236,8.521,30.616
150,0.813,36.981,20.088,36.264,22.189,5.153,8.439,30.452
151,0.803,36.693,20.013,36.235,22.185,5.153,8.479,30.735
152,0.816,36.853,20.091,36.282,22.199,5.397,8.601,32.12
153,0.82,36.989,20.092,36.321,22.21,5.44,8.724,34.045
154,0.794,36.732,20.15,36.264,22.189,5.277,8.481,35.609
155,0.8,36.652,20.127,36.264,22.196,5.316,8.56,36.845
156,0.813,36.776,20.041,36.264,22.199,5.358,8.602,37.833
157,0.807,36.874,20.083,36.244,22.196,5.358,8.643,38.331
158,0.8,36.654,20.115,36.254,22.185,5.317,8.603,38.417
159,0.81,36.757,20.154,36.263,22.202,5.358,8.643,38.336
160,0.803,36.893,20.151,36.244,22.192,5.358,8.603,37.848
161,0.803,36.961,20.17,36.225,22.196,5.317,8.602,37.07
162,0.807,36.626,20.186,36.254,22.196,5.317,8.724,36.331
163,0.813,36.738,20.174,36.244,22.199,5.398,8.726,35.429
164,0.813,36.902,20.116,36.273,22.199,5.44,8.685,34.322
165,0.807,36.952,20.092,36.235,22.192,5.318,8.644,33.213
