time,ecg,bvp,gsr,rsp,skt,emg_zygo,emg_coru,emg_trap
0,0.853,36.356,19.126,41.994,28.629,4.537,5.316,7.083
1,0.853,36.62,19.118,42.023,28.632,4.659,5.398,7.123
2,0.84,36.776,19.106,42.023,28.636,4.66,5.399,7.124
3,0.82,36.854,19.137,41.984,28.622,4.538,5.196,7.002
4,0.817,36.462,19.083,42.013,28.625,4.618,5.275,7.001
5,0.81,36.669,19.114,42.023,28.632,4.619,5.316,7.123
6,0.807,36.834,19.126,42.004,28.629,4.659,5.358,7.002
7,0.813,36.922,19.169,42.003,28.632,4.66,5.317,7.041
8,0.781,36.415,19.114,41.994,28.629,4.579,5.276,6.96
9,0.787,36.63,19.106,41.994,28.629,4.537,5.235,6.919
10,0.787,36.815,19.129,42.032,28.639,4.699,5.438,7.041
11,0.784,36.884,19.091,41.994,28.629,4.66,5.318,6.92
12,0.787,36.481,19.149,42.013,28.632,4.619,5.317,6.837
13,0.764,36.66,19.134,41.994,28.629,4.537,5.317,6.796
14,0.761,36.815,19.059,42.003,28.622,4.537,5.317,6.714
15,0.764,36.912,19.125,42.042,28.639,4.74,5.439,6.876
16,0.748,36.558,19.126,42.013,28.629,4.661,5.318,6.796
17,0.744,36.756,19.126,41.984,28.632,4.66,5.236,6.755
18,0.731,36.902,19.083,42.003,28.625,4.619,5.275,6.795
19,0.734,36.865,19.11,41.984,28.622,4.497,5.235,6.755
20,0.747,36.587,19.133,42.013,28.632,4.577,5.316,6.836
21,0.734,36.776,19.122,42.004,28.625,4.659,5.317,6.755
22,0.728,36.921,19.106,41.994,28.622,4.497,5.154,6.632
23,0.728,36.626,19.161,42.003,28.622,4.577,5.275,6.712
24,0.721,36.517,19.067,41.994,28.629,4.537,5.316,6.713
25,0.728,36.746,19.141,42.013,28.625,4.577,5.317,6.713
26,0.734,36.902,19.098,42.023,28.636,4.659,5.276,6.754
27,0.718,36.587,19.133,41.965,28.611,4.497,5.154,6.673
28,0.721,36.68,19.11,42.003,28.625,4.577,5.275,6.713
29,0.721,36.863,19.083,42.013,28.625,4.578,5.316,6.957
30,0.734,37.009,19.11,42.004,28.629,4.578,5.317,6.919
31,0.725,36.598,19.133,41.994,28.625,4.659,5.276,7.0
32,0.715,36.699,19.118,41.984,28.622,4.619,5.276,6.96
33,0.721,36.902,19.145,41.975,28.625,4.537,5.235,6.96
34,0.718,37.028,19.095,42.022,28.636,4.699,5.438,7.244
35,0.705,36.54,19.11,41.994,28.629,4.66,5.318,7.166
36,0.708,36.727,19.149,42.003,28.625,4.619,5.358,7.206
37,0.702,36.883,19.126,41.994,28.625,4.659,5.236,7.206
38,0.698,37.028,19.133,41.984,28.622,4.497,5.235,7.125
39,0.701,36.464,19.102,42.032,28.642,4.699,5.357,7.287
40,0.705,36.669,19.133,41.994,28.629,4.62,5.358,7.288
41,0.705,36.853,19.13,41.984,28.625,4.578,5.277,7.207
42,0.695,36.941,19.094,41.994,28.622,4.578,5.316,7.369
43,0.688,36.626,19.121,41.975,28.618,4.578,5.276,7.248
44,0.705,36.882,19.083,42.003,28.622,4.578,5.276,7.369
45,0.695,37.057,19.121,41.994,28.636,4.618,5.398,7.33
46,0.695,37.097,19.102,41.965,28.625,4.456,5.236,7.289
47,0.695,36.464,19.133,41.993,28.636,4.577,5.316,7.207
48,0.695,36.679,19.126,41.994,28.632,4.659,5.317,7.369
49,0.698,36.844,19.13,41.994,28.629,4.619,5.358,7.289
50,0.701,36.951,19.141,42.003,28.636,4.659,5.399,7.369
51,0.688,36.482,19.134,41.975,28.622,4.66,5.318,7.248
52,0.711,36.708,19.094,41.965,28.618,4.579,5.236,7.206
53,0.711,36.882,19.133,42.013,28.639,4.74,5.397,7.45
54,0.698,36.913,19.055,41.994,28.629,4.62,5.399,7.29
55,0.701,36.606,19.09,41.994,28.629,4.659,5.318,7.207
56,0.688,36.795,19.11,41.975,28.629,4.579,5.317,7.247
57,0.688,36.922,19.137,41.965,28.618,4.537,5.195,7.125
58,0.701,37.019,19.169,42.022,28.632,4.618,5.356,7.205
59,0.692,36.617,19.114,42.013,28.629,4.619,5.317,7.206
60,0.679,36.814,19.126,41.984,28.618,4.537,5.195,7.084
61,0.682,36.96,19.114,41.965,28.629,4.577,5.234,7.164
62,0.672,36.837,19.09,41.974,28.625,4.537,5.275,7.124
63,0.701,36.615,19.145,41.994,28.625,4.618,5.316,7.165
64,0.685,36.795,19.083,41.984,28.629,4.619,5.358,7.206
65,0.679,36.922,19.078,41.965,28.618,4.537,5.236,7.003
66,0.691,36.578,19.117,41.955,28.622,4.577,5.194,7.082
67,0.692,36.517,19.098,41.965,28.622,4.618,5.316,7.164
68,0.701,36.727,19.125,41.974,28.629,4.619,5.236,7.084
69,0.698,36.883,19.11,41.994,28.636,4.659,5.397,7.123
