time,ecg,bvp,gsr,rsp,skt,emg_zygo,emg_coru,emg_trap
0,0.748,37.916,19.899,40.862,28.944,4.498,5.811,6.425
1,0.757,38.122,19.918,40.871,28.944,4.577,5.769,6.304
2,0.761,38.297,19.883,40.881,28.951,4.74,5.85,6.506
3,0.751,38.375,19.968,40.871,28.948,4.579,5.81,6.386
4,0.764,37.772,19.829,40.89,28.955,4.7,5.891,6.466
5,0.751,37.948,19.89,40.852,28.937,4.538,5.729,6.386
6,0.761,38.132,19.961,40.861,28.944,4.618,5.727,6.263
7,0.748,38.201,19.899,40.871,28.948,4.659,5.931,6.505
8,0.754,37.751,19.906,40.881,28.948,4.579,5.77,6.467
9,0.754,37.957,19.934,40.89,28.948,4.578,5.809,6.426
10,0.741,38.103,19.895,40.842,28.944,4.537,5.81,6.344
11,0.744,38.143,19.93,40.871,28.944,4.496,5.647,6.303
12,0.731,37.798,19.907,40.861,28.944,4.658,5.889,6.506
13,0.738,37.986,19.949,40.871,28.948,4.579,5.729,6.345
14,0.734,38.142,19.922,40.89,28.948,4.659,5.768,6.425
15,0.728,38.182,19.903,40.852,28.941,4.619,5.809,6.344
16,0.741,37.664,19.945,40.861,28.937,4.578,5.728,6.303
17,0.744,37.812,19.934,40.88,28.951,4.7,5.931,6.506
18,0.747,37.967,19.879,40.881,28.951,4.62,5.811,6.386
19,0.754,37.739,19.886,40.881,28.944,4.659,5.85,6.222
20,0.744,37.621,19.898,40.833,28.937,4.619,5.729,6.302
21,0.754,37.85,19.902,40.871,28.941,4.578,5.768,6.262
22,0.761,38.006,19.895,40.89,28.955,4.7,5.972,6.465
23,0.767,37.471,19.941,40.871,28.948,4.66,5.811,6.345
24,0.777,37.542,19.903,40.89,28.948,4.7,5.891,6.343
25,0.761,37.706,19.883,40.852,28.944,4.66,5.851,6.262
26,0.754,37.842,19.953,40.861,28.941,4.619,5.81,6.18
27,0.748,37.354,19.938,40.871,28.948,4.659,5.972,6.342
28,0.747,37.512,19.91,40.871,28.948,4.619,5.893,6.262
29,0.747,37.715,19.891,40.861,28.951,4.659,5.973,6.262
30,0.734,37.784,19.891,40.852,28.944,4.579,5.893,6.221
31,0.741,37.123,19.937,40.852,28.948,4.496,5.851,6.22
32,0.734,37.289,19.899,40.88,28.955,4.658,6.095,6.464
33,0.734,37.464,19.957,40.871,28.944,4.66,5.975,6.345
34,0.734,37.59,19.864,40.881,28.951,4.66,5.974,6.303
35,0.734,37.217,19.898,40.842,28.937,4.497,5.974,6.262
36,0.751,37.434,19.949,40.861,28.944,4.618,5.893,6.18
37,0.748,37.59,19.954,40.871,28.948,4.7,6.095,6.464
38,0.76,37.697,19.938,40.852,28.944,4.62,5.935,6.304
39,0.754,37.228,19.957,40.871,28.955,4.659,6.014,6.262
40,0.744,37.377,19.93,40.871,28.944,4.619,5.974,6.302
41,0.767,37.58,19.946,40.861,28.944,4.537,5.893,6.18
42,0.754,37.668,19.899,40.871,28.951,4.659,6.095,6.383
43,0.761,37.074,19.937,40.861,28.944,4.66,5.935,6.181
44,0.764,37.279,19.903,40.871,28.944,4.7,6.014,6.301
45,0.767,37.425,19.891,40.852,28.944,4.62,5.893,6.18
46,0.761,37.494,19.933,40.861,28.941,4.578,5.851,6.179
47,0.751,37.072,19.938,40.88,28.958,4.659,6.095,6.383
48,0.748,37.25,19.907,40.871,28.944,4.579,6.016,6.263
49,0.751,37.425,19.902,40.881,28.944,4.618,5.974,6.262
50,0.738,37.446,19.926,40.842,28.944,4.578,5.974,6.221
51,0.744,37.034,19.899,40.842,28.944,4.537,5.893,6.18
52,0.738,37.221,19.922,40.861,28.958,4.699,6.054,6.301
53,0.738,37.386,19.938,40.861,28.941,4.66,5.975,6.221
54,0.738,37.637,19.899,40.89,28.955,4.7,6.055,6.261
55,0.721,37.055,19.914,40.871,28.948,4.579,5.975,6.221
56,0.724,37.25,19.941,40.861,28.941,4.618,5.893,6.22
57,0.728,37.425,19.938,40.89,28.961,4.741,6.136,6.424
58,0.738,37.072,19.93,40.871,28.944,4.579,5.935,6.304
59,0.747,36.905,19.922,40.881,28.944,4.659,5.974,6.343
60,0.738,37.076,19.926,40.861,28.948,4.538,5.893,6.303
61,0.741,37.231,19.946,40.861,28.937,4.537,5.892,6.262
62,0.747,36.792,19.875,40.88,28.955,4.659,6.054,6.465
63,0.754,36.826,19.988,40.861,28.948,4.579,5.893,6.467
64,0.761,37.037,19.915,40.957,28.951,4.659,5.973,6.426
65,0.738,37.116,19.906,40.862,28.948,4.579,5.893,6.344
66,0.744,36.685,19.941,40.842,28.937,4.496,5.77,6.466
67,0.754,36.844,19.922,40.871,28.951,4.699,6.013,6.67
68,0.761,37.018,19.938,40.881,28.944,4.66,5.893,6.55
69,0.764,37.144,19.918,40.881,28.951,4.66,5.933,6.671
70,0.728,36.551,19.942,40.852,28.941,4.579,5.852,6.631
71,0.725,36.737,19.879,40.861,28.941,4.496,5.769,6.59
72,0.721,36.931,19.922,40.861,28.951,4.618,5.931,6.753
73,0.721,37.048,19.926,40.871,28.944,4.619,5.892,6.714
74,0.728,36.541,19.879,40.871,28.948,4.578,5.892,6.713
75,0.715,36.727,19.894,40.823,28.941,4.496,5.811,6.672
76,0.731,36.902,19.891,40.851,28.944,4.577,5.728,6.672
77,0.725,36.99,19.933,40.842,28.944,4.618,5.768,6.875
