time,valence,arousal
0,5.308,6.071
50,5.308,6.071
100,5.308,6.071
150,5.308,6.07
200,5.308,6.068
250,5.308,6.068
300,5.308,6.067
350,5.308,6.067
400,5.308,6.066
450,5.308,6.066
500,5.308,6.066
550,5.308,6.065
600,5.308,6.065
650,5.308,6.065
700,5.308,6.065
750,5.308,6.065
800,5.308,6.065
850,5.308,6.065
900,5.308,6.064
950,5.308,6.064
1000,5.308,6.064
1050,5.308,6.064
1100,5.308,6.064
1150,5.308,6.064
1200,5.308,6.064
1250,5.308,6.064
1300,5.308,6.064
1350,5.308,6.064
1400,5.308,6.064
1450,5.308,6.064
1500,5.308,6.062
1550,5.308,6.061
1600,5.308,6.061
1650,5.308,6.06
1700,5.308,6.06
1750,5.308,6.059
1800,5.308,6.059
1850,5.308,6.059
1900,5.308,6.059
1950,5.308,6.059
2000,5.308,6.059
2050,5.308,6.059
2100,5.308,6.059
2150,5.308,6.057
2200,5.308,6.054
2250,5.308,6.053
2300,5.308,6.053
2350,5.308,6.049
2400,5.308,6.046
2450,5.308,6.046
2500,5.308,6.043
2550,5.308,6.041
2600,5.308,6.041
2650,5.308,6.041
2700,5.308,6.041
2750,5.308,6.041
2800,5.308,6.041
2850,5.308,6.041
2900,5.308,6.04
2950,5.308,6.039
3000,5.308,6.038
3050,5.308,6.036
3100,5.308,6.034
3150,5.308,6.033
3200,5.308,6.031
3250,5.308,6.031
3300,5.308,6.031
3350,5.308,6.03
3400,5.308,6.029
3450,5.308,6.028
3500,5.308,6.027
3550,5.308,6.025
3600,5.308,6.023
3650,5.308,6.02
3700,5.308,6.016
3750,5.308,6.014
3800,5.308,6.014
3850,5.308,6.014
3900,5.308,6.014
3950,5.308,6.014
4000,5.308,6.014
4050,5.308,6.014
4100,5.308,6.013
4150,5.308,6.012
4200,5.308,6.01
4250,5.308,6.008
4300,5.308,6.008
4350,5.308,6.008
4400,5.308,6.008
4450,5.308,6.008
4500,5.308,6.008
4550,5.308,6.006
4600,5.308,6.005
4650,5.308,6.004
4700,5.308,6.003
4750,5.308,6.003
4800,5.308,6.003
4850,5.308,6.003
4900,5.308,6.003
4950,5.308,6.003
5000,5.308,6.003
5050,5.308,6.003
5100,5.308,6.003
5150,5.308,6.003
5200,5.308,6.001
5250,5.308,6.0
5300,5.308,6.0
5350,5.308,6.0
5400,5.308,6.0
5450,5.308,6.0
5500,5.308,6.0
5550,5.308,6.0
5600,5.308,6.0
5650,5.308,6.0
5700,5.308,6.0
5750,5.308,6.0
5800,5.308,6.0
5850,5.308,6.0
5900,5.308,6.0
5950,5.308,6.0
6000,5.308,6.0
6050,5.308,6.0
6100,5.308,6.0
6150,5.308,6.0
6200,5.308,6.0
6250,5.308,6.0
6300,5.308,6.0
6350,5.308,6.0
6400,5.308,6.0
6450,5.308,6.0
6500,5.308,6.0
6550,5.308,6.0
6600,5.308,6.0
6650,5.308,6.0
6700,5.308,6.0
6750,5.308,6.0
6800,5.308,6.0
6850,5.308,6.0
6900,5.308,6.0
6950,5.308,6.0
7000,5.308,6.0
7050,5.308,6.0
7100,5.308,6.0
7150,5.308,6.0
7200,5.308,6.0
7250,5.308,6.0
7300,5.308,6.0
7350,5.308,6.0
7400,5.308,6.0
