time,ecg,bvp,gsr,rsp,skt,emg_zygo,emg_coru,emg_trap
0,0.705,37.344,13.863,37.754,34.031,4.905,5.523,5.646
1,0.702,37.483,13.956,37.745,34.028,4.865,5.603,5.645
2,0.708,37.609,13.918,37.735,34.024,4.743,5.564,5.645
3,0.695,37.611,13.882,37.725,34.031,4.783,5.482,5.605
4,0.688,37.237,13.952,37.735,34.031,4.864,5.603,5.726
5,0.701,37.386,13.98,37.773,34.041,4.987,5.726,5.85
6,0.705,37.532,13.91,37.764,34.031,4.948,5.565,5.729
7,0.705,37.361,13.937,37.745,34.028,4.907,5.563,5.687
8,0.698,37.1,13.914,37.764,34.034,4.865,5.645,5.727
9,0.701,37.222,13.984,37.735,34.038,4.946,5.686,5.809
10,0.695,37.329,14.008,37.754,34.028,4.866,5.687,5.769
11,0.714,37.023,13.981,37.754,34.031,4.987,5.646,5.809
12,0.711,37.116,13.942,37.735,34.024,4.826,5.564,5.647
13,0.705,37.213,13.863,37.696,34.021,4.702,5.523,5.645
14,0.711,37.309,13.925,37.744,34.031,4.863,5.563,5.686
15,0.711,36.62,13.937,37.706,34.024,4.946,5.563,5.687
16,0.711,36.747,13.968,37.725,34.028,4.785,5.604,5.687
17,0.708,36.854,13.852,37.725,34.028,4.864,5.523,5.646
18,0.715,36.951,13.897,37.696,34.024,4.865,5.522,5.686
19,0.711,36.626,13.921,37.696,34.028,4.865,5.603,5.727
20,0.718,36.786,13.976,37.734,34.041,4.946,5.767,5.85
21,0.728,36.922,14.0,37.754,34.045,4.947,5.647,5.729
22,0.702,36.961,14.008,37.716,34.028,4.866,5.645,5.809
23,0.698,36.616,14.0,37.706,34.034,4.824,5.645,5.728
24,0.692,36.738,13.934,37.706,34.028,4.905,5.564,5.809
25,0.692,36.873,13.968,37.715,34.031,4.947,5.645,5.769
26,0.688,36.922,13.949,37.715,34.035,4.907,5.564,5.809
27,0.701,36.443,13.98,37.706,34.028,4.825,5.401,5.647
28,0.692,36.544,13.875,37.677,34.017,4.783,5.399,5.727
29,0.679,36.699,13.894,37.705,34.034,4.905,5.521,5.768
30,0.685,36.825,13.906,37.715,34.028,4.865,5.603,5.728
31,0.701,36.558,13.933,37.725,34.024,4.824,5.523,5.727
32,0.695,36.651,13.984,37.706,34.028,4.783,5.522,5.646
33,0.685,36.757,13.981,37.687,34.028,4.783,5.522,5.727
34,0.701,36.528,13.988,37.696,34.034,4.986,5.644,5.85
35,0.705,36.593,13.852,37.763,34.041,4.988,5.686,5.851
36,0.721,36.689,13.921,37.697,34.035,4.866,5.564,5.769
37,0.702,36.767,13.957,37.696,34.028,4.865,5.482,5.809
38,0.701,36.317,13.976,37.687,34.031,4.824,5.603,5.769
39,0.701,36.457,13.945,37.706,34.035,4.905,5.604,5.85
40,0.708,36.564,13.933,37.696,34.035,4.906,5.645,5.769
41,0.702,36.67,13.914,37.696,34.031,4.947,5.564,5.768
42,0.688,36.383,13.898,37.696,34.021,4.825,5.482,5.647
43,0.688,36.486,13.906,37.658,34.014,4.743,5.522,5.727
44,0.679,36.631,13.949,37.686,34.027,4.823,5.644,5.727
45,0.685,36.7,13.988,37.686,34.028,4.824,5.523,5.727
46,0.682,36.393,13.938,37.677,34.028,4.824,5.482,5.646
47,0.679,36.534,13.914,37.677,34.021,4.865,5.522,5.686
48,0.665,36.641,13.929,37.658,34.021,4.784,5.522,5.727
49,0.682,36.709,13.984,37.696,34.034,4.986,5.725,5.809
50,0.692,36.518,14.0,37.706,34.045,4.988,5.727,5.728
51,0.695,36.631,13.942,37.687,34.035,4.907,5.524,5.85
52,0.692,36.738,13.887,37.667,34.028,4.865,5.644,5.81
53,0.688,36.806,13.894,37.705,34.031,4.865,5.605,5.728
54,0.701,36.615,13.909,37.687,34.031,4.865,5.645,5.85
55,0.698,36.728,13.937,37.677,34.031,4.906,5.605,5.729
56,0.708,36.854,13.968,37.658,34.028,4.865,5.442,5.646
57,0.692,36.73,13.926,37.705,34.014,4.662,5.399,5.605
58,0.698,36.614,13.91,37.648,34.034,4.822,5.562,5.726
59,0.711,36.757,13.964,37.667,34.028,4.783,5.523,5.727
60,0.702,36.854,14.0,37.648,34.031,4.742,5.482,5.646
61,0.685,36.625,13.996,37.657,34.021,4.823,5.481,5.686
62,0.682,36.738,13.957,37.638,34.021,4.824,5.481,5.646
63,0.695,36.854,13.934,37.648,34.034,4.824,5.644,5.808
64,0.698,36.999,13.824,37.696,34.038,4.987,5.645,5.891
65,0.695,36.847,13.901,37.667,34.028,4.866,5.564,5.729
66,0.675,36.941,13.968,37.638,34.031,4.824,5.563,5.727
67,0.682,37.067,13.945,37.648,34.035,4.905,5.604,5.768
68,0.679,37.183,13.918,37.667,34.035,4.947,5.604,5.809
69,0.682,36.868,13.906,37.657,34.031,4.866,5.564,5.81
70,0.675,37.018,13.941,37.667,34.035,4.865,5.523,5.647
71,0.682,37.106,13.961,37.619,34.021,4.702,5.441,5.645
72,0.675,37.126,13.965,37.619,34.024,4.823,5.603,5.686
73,0.691,36.944,13.961,37.647,34.034,4.824,5.523,5.687
74,0.695,37.067,13.988,37.619,34.028,4.783,5.482,5.687
75,0.682,37.183,13.946,37.628,34.028,4.783,5.481,5.687
76,0.682,37.213,13.926,37.619,34.021,4.783,5.481,5.646
77,0.685,37.041,13.961,37.619,34.024,4.824,5.481,5.686
78,0.692,37.183,13.961,37.638,34.038,4.946,5.644,5.809
79,0.698,37.357,13.914,37.657,34.042,4.988,5.605,5.728
80,0.698,37.608,13.917,37.629,34.031,4.826,5.604,5.727
81,0.688,37.122,13.906,37.648,34.031,4.824,5.482,5.727
82,0.675,37.251,13.949,37.619,34.024,4.865,5.562,5.727
83,0.678,37.358,13.91,37.647,34.031,4.906,5.604,5.768
84,0.675,37.157,14.003,37.638,34.035,4.865,5.564,5.728
