time,ecg,bvp,gsr,rsp,skt,emg_zygo,emg_coru,emg_trap
0,0.695,36.603,24.618,44.056,32.033,6.508,5.563,15.748
1,0.695,36.671,24.476,43.997,32.022,6.22,5.317,15.584
2,0.731,36.313,24.503,44.036,32.029,6.302,5.399,15.42
3,0.721,36.487,24.464,44.026,32.029,6.302,5.399,15.338
4,0.728,36.671,24.484,44.046,32.029,6.302,5.358,15.132
5,0.734,36.749,24.578,44.007,32.026,6.22,5.358,14.968
6,0.734,36.1,24.468,43.997,32.029,6.302,5.317,14.803
7,0.721,36.313,24.515,44.007,32.019,6.22,5.276,14.516
8,0.724,36.487,24.551,44.026,32.029,6.302,5.399,14.434
9,0.715,36.516,24.582,44.007,32.022,6.343,5.481,14.27
10,0.711,36.051,24.566,44.007,32.019,6.097,5.235,13.9
11,0.715,36.284,24.401,44.056,32.036,6.302,5.44,13.982
12,0.685,36.39,24.456,44.017,32.029,6.22,5.399,13.777
13,0.698,36.458,24.448,44.017,32.026,6.262,5.399,13.571
14,0.701,36.187,24.464,44.017,32.019,6.22,5.399,13.284
15,0.695,36.39,24.59,44.007,32.026,6.179,5.44,13.325
16,0.692,36.535,24.409,44.007,32.022,6.179,5.358,13.038
17,0.705,36.555,24.507,44.017,32.033,6.179,5.481,12.956
18,0.695,36.051,24.535,44.007,32.019,6.22,5.399,12.873
19,0.701,36.264,24.555,43.997,32.022,6.179,5.235,12.463
20,0.705,36.41,24.559,44.046,32.043,6.385,5.481,12.504
21,0.695,36.187,24.444,43.978,32.015,6.302,5.399,12.381
22,0.721,36.119,24.499,44.017,32.026,6.302,5.399,12.422
23,0.708,36.303,24.507,44.065,32.029,6.302,5.358,12.339
24,0.721,36.439,24.484,44.007,32.029,6.426,5.481,12.298
25,0.724,35.867,24.559,43.978,32.022,6.343,5.358,12.257
26,0.731,35.916,24.409,44.026,32.033,6.385,5.399,12.298
27,0.724,36.119,24.484,43.978,32.019,6.343,5.317,12.093
28,0.734,36.255,24.566,43.997,32.029,6.467,5.399,12.093
29,0.728,35.838,24.523,43.997,32.036,6.467,5.522,12.257
30,0.721,35.974,24.503,43.968,32.015,6.343,5.317,12.093
31,0.721,36.226,24.484,44.026,32.033,6.426,5.358,12.052
32,0.705,36.284,24.48,43.978,32.029,6.385,5.481,11.97
33,0.688,35.683,24.519,43.988,32.033,6.385,5.481,11.97
34,0.695,35.867,24.48,43.988,32.029,6.343,5.317,11.888
35,0.705,36.022,24.574,43.978,32.029,6.467,5.481,11.888
36,0.695,36.119,24.464,43.978,32.022,6.385,5.317,11.723
37,0.705,35.732,24.484,43.978,32.029,6.426,5.44,11.723
38,0.698,35.925,24.574,43.978,32.022,6.426,5.44,11.847
39,0.711,36.1,24.574,43.978,32.022,6.343,5.276,11.477
40,0.721,36.196,24.551,44.017,32.04,6.508,5.44,11.559
41,0.708,35.557,24.476,43.959,32.026,6.426,5.358,11.395
42,0.728,35.809,24.519,43.978,32.022,6.385,5.44,11.477
43,0.724,35.983,24.535,43.959,32.026,6.426,5.317,11.354
44,0.721,36.042,24.488,43.968,32.022,6.426,5.399,11.313
45,0.731,35.586,24.503,43.968,32.019,6.385,5.276,11.189
46,0.734,35.819,24.531,43.959,32.015,6.508,5.44,11.313
47,0.721,35.935,24.551,43.949,32.019,6.385,5.317,11.149
48,0.734,36.012,24.503,43.978,32.026,6.467,5.358,11.149
49,0.715,35.654,24.48,43.978,32.04,6.631,5.44,11.231
50,0.711,35.857,24.531,43.949,32.012,6.467,5.358,11.108
51,0.724,36.042,24.559,43.968,32.022,6.59,5.399,11.025
52,0.705,36.051,24.555,43.968,32.026,6.549,5.317,10.984
53,0.711,35.422,24.551,43.959,32.029,6.549,5.399,11.108
54,0.701,35.635,24.539,43.959,32.015,6.508,5.317,10.984
55,0.711,35.79,24.511,43.968,32.029,6.549,5.481,11.066
56,0.698,35.712,24.535,43.949,32.019,6.467,5.358,10.943
57,0.721,35.557,24.428,43.988,32.026,6.631,5.481,11.025
58,0.711,35.741,24.432,43.959,32.026,6.631,5.481,11.108
59,0.721,35.867,24.495,43.939,32.005,6.385,5.235,10.779
60,0.734,35.499,24.614,43.978,32.033,6.59,5.399,10.902
61,0.724,35.441,24.551,43.968,32.033,6.549,5.399,10.861
62,0.734,35.673,24.574,43.959,32.022,6.508,5.44,10.861
63,0.747,35.79,24.495,43.949,32.022,6.385,5.317,10.861
64,0.764,35.305,24.495,43.959,32.022,6.467,5.399,10.861
65,0.764,35.441,24.547,43.949,32.026,6.467,5.358,10.738
66,0.777,35.606,24.464,43.949,32.033,6.467,5.399,10.779
67,0.761,35.722,24.488,43.93,32.019,6.467,5.399,10.82
68,0.784,35.16,24.495,43.949,32.029,6.467,5.317,10.656
69,0.784,35.344,24.559,43.968,32.043,6.631,5.563,10.861
70,0.784,35.509,24.547,43.92,32.022,6.343,5.358,10.738
71,0.816,35.664,24.432,43.978,32.026,6.426,5.399,10.82
72,0.79,35.17,24.499,43.93,32.029,6.467,5.358,10.779
73,0.793,35.364,24.48,43.939,32.029,6.467,5.399,10.738
74,0.807,35.557,24.472,43.92,32.026,6.508,5.317,10.779
75,0.81,35.644,24.578,43.939,32.029,6.631,5.399,10.902
76,0.8,35.044,24.432,43.93,32.026,6.467,5.276,10.779
77,0.816,35.305,24.48,43.949,32.033,6.631,5.399,10.902
78,0.803,35.422,24.488,43.939,32.033,6.631,5.44,11.025
79,0.826,35.518,24.578,43.93,32.019,6.508,5.235,10.861
80,0.813,35.267,24.555,43.968,32.043,6.754,5.317,11.025
81,0.8,35.431,24.452,44.017,32.029,6.631,5.317,11.108
82,0.823,35.635,24.488,43.93,32.022,6.672,5.399,11.272
83,0.807,35.702,24.389,43.939,32.026,6.631,5.399,11.313
84,0.807,34.986,24.488,43.939,32.033,6.631,5.358,11.436
85,0.82,35.189,24.578,43.93,32.022,6.631,5.317,11.518
