time,ecg,bvp,gsr,rsp,skt,emg_zygo,emg_coru,emg_trap
0,0.711,34.399,33.201,45.517,28.474,8.109,5.768,5.81
1,0.718,34.596,33.247,45.555,28.471,8.069,5.687,5.81
2,0.698,34.752,33.178,45.546,28.478,7.987,5.727,5.81
3,0.685,34.849,33.185,45.537,28.478,7.946,5.727,5.688
4,0.701,34.428,33.279,45.565,28.481,8.067,5.85,5.89
5,0.698,34.625,33.248,45.585,28.485,7.987,5.81,5.892
6,0.666,34.771,33.193,45.566,28.485,7.905,5.769,5.892
7,0.678,34.869,33.146,45.556,28.481,7.863,5.809,5.892
8,0.675,34.428,33.196,45.575,28.485,7.863,5.81,5.933
9,0.678,34.625,33.201,45.556,28.481,7.822,5.688,5.811
10,0.656,34.742,33.208,45.527,28.478,7.741,5.646,5.85
11,0.659,34.849,33.212,45.556,28.478,7.781,5.727,5.891
12,0.659,34.428,33.162,45.565,28.474,7.7,5.646,5.851
13,0.662,34.597,33.224,45.546,28.471,7.78,5.686,5.851
14,0.659,34.742,33.213,45.556,28.481,7.862,5.89,5.932
15,0.701,34.83,33.189,45.613,28.488,8.026,5.77,5.892
16,0.669,34.418,33.165,45.576,28.481,8.068,5.768,5.973
17,0.656,34.596,33.232,45.556,28.481,8.191,5.809,5.933
18,0.659,34.723,33.201,45.585,28.481,8.395,5.769,5.933
19,0.659,34.993,33.212,45.585,28.474,8.438,5.728,5.892
20,0.649,34.382,33.22,45.547,28.471,8.438,5.605,5.892
21,0.665,34.567,33.201,45.565,28.481,8.641,5.686,5.933
22,0.649,34.703,33.232,45.575,28.481,8.684,5.646,5.933
23,0.655,34.475,33.131,45.556,28.474,8.766,5.564,5.852
24,0.681,34.444,33.235,45.556,28.474,8.848,5.645,5.973
25,0.682,34.635,33.24,45.594,28.499,9.011,5.808,6.015
26,0.669,34.762,33.193,45.575,28.485,8.891,5.688,6.015
27,0.652,34.37,33.173,45.575,28.485,8.971,5.687,5.934
28,0.652,34.452,33.232,45.594,28.481,8.972,5.727,5.974
29,0.668,34.645,33.275,45.595,28.488,9.013,5.809,6.015
30,0.656,34.762,33.19,45.566,28.478,8.972,5.647,5.934
31,0.668,34.207,33.259,45.546,28.478,8.891,5.645,5.892
32,0.659,34.383,33.139,45.565,28.474,8.93,5.686,5.892
33,0.636,34.558,33.165,45.575,28.478,9.012,5.727,5.973
34,0.659,34.655,33.224,45.546,28.474,9.054,5.646,5.893
35,0.659,34.273,33.15,45.575,28.485,9.135,5.727,6.095
36,0.659,34.499,33.153,45.614,28.488,9.258,5.768,6.016
37,0.646,34.626,33.204,45.566,28.478,9.178,5.728,6.015
38,0.646,34.723,33.271,45.575,28.478,9.218,5.727,6.056
39,0.649,34.35,33.17,45.575,28.485,9.259,5.727,6.015
40,0.639,34.548,33.275,45.594,28.485,9.3,5.727,6.056
41,0.642,34.694,33.158,45.566,28.475,9.056,5.646,5.893
42,0.646,34.743,33.189,45.565,28.481,9.176,5.767,6.014
43,0.646,34.168,33.251,45.594,28.481,9.177,5.687,5.974
44,0.642,34.325,33.205,45.556,28.474,9.177,5.727,5.933
45,0.652,34.481,33.267,45.565,28.474,9.137,5.646,5.933
46,0.639,34.578,33.088,45.604,28.488,9.258,5.849,6.177
47,0.668,34.349,33.207,45.604,28.485,9.219,5.688,5.976
48,0.649,34.5,33.259,45.595,28.478,9.178,5.687,6.015
49,0.633,34.636,33.232,45.585,28.485,9.177,5.727,5.974
50,0.645,34.714,33.244,45.604,28.485,9.177,5.768,6.055
51,0.642,34.36,33.189,45.595,28.481,9.218,5.687,5.934
52,0.649,34.5,33.224,45.566,28.468,9.096,5.646,5.974
53,0.655,34.684,33.138,45.594,28.481,9.217,5.727,6.055
54,0.652,34.542,33.262,45.585,28.471,9.137,5.687,5.975
55,0.649,34.205,33.135,45.585,28.474,9.095,5.646,5.893
56,0.646,34.383,33.208,45.614,28.485,9.258,5.727,6.136
57,0.675,34.567,33.244,45.623,28.488,9.259,5.727,6.057
58,0.659,34.31,33.205,45.595,28.481,9.178,5.687,6.015
59,0.652,34.337,33.212,45.614,28.478,9.137,5.727,5.974
60,0.649,34.519,33.099,45.614,28.485,9.177,5.809,6.096
61,0.668,34.655,33.207,45.604,28.481,9.137,5.688,5.975
62,0.652,34.071,33.24,45.585,28.464,9.014,5.646,5.974
63,0.678,34.2,33.209,45.662,28.481,9.094,5.686,5.933
64,0.669,34.374,33.22,45.576,28.481,9.014,5.564,5.892
65,0.659,34.481,33.232,45.594,28.474,8.932,5.604,5.811
66,0.669,34.233,33.201,45.595,28.478,9.012,5.686,6.054
67,0.685,34.422,33.154,45.642,28.495,9.094,5.768,6.015
68,0.666,34.587,33.196,45.624,28.478,8.932,5.687,5.974
69,0.669,34.694,33.251,45.604,28.481,8.931,5.687,5.974
70,0.649,34.072,33.209,45.614,28.478,8.85,5.727,5.974
71,0.662,34.267,33.267,45.623,28.485,8.849,5.646,5.974
72,0.646,34.365,33.1,45.595,28.468,8.646,5.605,5.893
73,0.646,34.5,33.204,45.614,28.481,8.765,5.604,5.933
74,0.639,34.223,33.251,45.623,28.481,8.726,5.604,5.892
75,0.646,34.393,33.17,45.585,28.474,8.644,5.564,5.892
76,0.642,34.558,33.157,45.614,28.474,8.644,5.726,6.014
77,0.662,34.675,33.146,45.652,28.499,8.765,5.768,6.015
78,0.669,34.062,33.231,45.624,28.482,8.685,5.687,5.934
79,0.656,34.248,33.154,45.633,28.481,8.603,5.768,5.852
80,0.665,34.403,33.095,45.633,28.478,8.562,5.728,5.891
81,0.698,34.491,33.262,45.633,28.485,8.48,5.687,5.933
82,0.708,34.118,33.213,45.595,28.471,8.438,5.564,5.73
83,0.721,34.335,33.224,45.671,28.478,8.438,5.645,5.89
84,0.721,34.471,33.138,45.624,28.474,8.357,5.605,5.851
85,0.747,34.501,33.22,45.624,28.478,8.315,5.564,5.81
86,0.757,34.089,33.209,45.614,28.474,8.274,5.604,5.81
87,0.79,34.306,33.099,45.643,28.495,8.396,5.808,6.054
88,0.836,34.471,33.231,45.643,28.478,8.234,5.647,5.893
89,0.852,34.29,33.185,45.643,28.485,8.192,5.686,5.933
90,0.869,34.135,33.251,45.653,28.485,8.151,5.687,5.892
91,0.905,34.335,33.217,45.653,28.485,8.232,5.687,5.973
92,0.934,34.471,33.193,45.614,28.478,8.07,5.524,5.73
93,1.01,34.022,33.247,45.633,28.478,8.15,5.603,5.89
94,1.059,34.075,33.217,45.643,28.481,8.232,5.645,5.851
95,1.082,34.248,33.263,45.653,28.481,8.273,5.645,5.851
96,1.138,34.365,33.072,45.624,28.474,8.436,5.523,5.851
97,1.164,34.04,33.207,45.652,28.485,8.641,5.725,6.013
98,1.214,34.228,33.154,45.681,28.488,8.684,5.687,6.015
99,1.234,34.374,33.212,45.662,28.481,8.807,5.687,6.056
100,1.26,34.481,33.197,45.672,28.485,8.97,5.768,6.097
101,1.257,33.945,33.185,45.662,28.481,9.013,5.809,6.097
102,1.266,34.131,33.22,45.662,28.481,9.135,5.647,6.016
103,1.273,34.268,33.154,45.634,28.468,9.136,5.564,5.893
104,1.276,34.394,33.243,45.662,28.485,9.299,5.685,6.014
105,1.322,33.896,33.088,45.643,28.475,9.463,5.687,6.015
106,1.339,34.073,33.192,45.633,28.474,9.546,5.564,6.056
107,1.332,34.229,33.24,45.662,28.474,9.75,5.685,6.137
108,1.329,34.365,33.236,45.691,28.495,9.996,5.809,6.219
109,1.244,33.982,33.209,45.653,28.485,9.999,5.728,6.098
110,1.214,34.17,33.123,45.662,28.488,10.161,5.687,6.219
111,1.201,34.316,33.239,45.672,28.481,10.163,5.727,6.302
112,1.159,34.413,33.193,45.682,28.485,10.285,5.727,6.302
113,1.07,33.906,33.158,45.653,28.471,10.164,5.605,6.343
114,0.887,34.074,33.239,45.662,28.481,10.366,5.686,6.506
115,0.785,34.238,33.209,45.653,28.481,10.368,5.727,6.63
116,0.683,34.288,33.298,45.653,28.468,10.368,5.687,6.672
117,0.591,33.857,33.135,45.633,28.474,10.409,5.687,6.916
118,0.492,34.073,33.243,45.681,28.492,10.491,5.809,7.122
119,0.423,34.229,33.146,45.682,28.482,10.369,5.728,7.124
120,0.315,34.537,33.196,45.662,28.478,10.368,5.646,7.287
121,0.275,33.85,33.251,45.672,28.481,10.368,5.727,7.451
122,0.219,34.015,33.189,45.768,28.485,10.328,5.727,7.534
123,0.173,34.18,33.236,45.663,28.481,10.165,5.646,7.494
124,0.114,33.961,33.174,45.624,28.471,10.082,5.645,7.656
125,0.097,33.93,33.169,45.652,28.481,10.121,5.645,7.78
126,0.081,34.122,33.138,45.643,28.478,10.122,5.645,7.781
127,0.048,34.258,33.192,45.643,28.474,9.959,5.605,7.822
128,0.025,33.818,33.243,45.643,28.478,9.957,5.686,7.985
129,0.025,33.919,33.166,45.7,28.495,10.08,5.727,7.986
130,-0.018,34.083,33.224,45.663,28.482,9.918,5.646,8.068
131,-0.034,34.229,33.158,45.653,28.485,9.916,5.686,8.109
132,-0.067,33.875,33.212,45.662,28.485,9.876,5.727,8.191
133,-0.058,34.035,33.24,45.681,28.485,9.794,5.727,8.314
134,-0.061,34.171,33.185,45.643,28.471,9.549,5.565,8.274
135,-0.035,34.297,33.275,45.653,28.474,9.628,5.604,8.477
136,0.005,33.723,33.112,45.662,28.488,9.588,5.645,8.56
137,0.057,33.889,33.122,45.672,28.475,9.588,5.645,8.643
138,0.077,34.064,33.235,45.662,28.481,9.547,5.605,8.806
139,0.116,34.161,33.24,45.681,28.485,9.669,5.726,9.133
140,0.169,33.875,33.236,45.682,28.485,9.67,5.646,9.095
141,0.185,34.025,33.174,45.662,28.481,9.711,5.727,9.258
142,0.205,34.19,33.204,45.672,28.488,9.752,5.687,9.381
143,0.202,34.268,33.208,45.662,28.485,9.833,5.687,9.464
144,0.225,33.77,33.22,45.662,28.488,9.753,5.564,9.505
145,0.235,33.919,33.131,45.634,28.471,9.793,5.563,9.587
146,0.254,34.112,33.149,45.681,28.481,9.834,5.645,9.629
147,0.281,34.191,33.216,45.662,28.485,9.834,5.645,9.71
148,0.274,33.789,33.185,45.643,28.478,9.794,5.605,9.67
149,0.304,33.976,33.185,45.653,28.478,9.875,5.726,9.792
150,0.333,34.199,33.228,45.748,28.492,9.997,5.768,9.793
151,0.366,34.201,33.166,45.654,28.485,9.836,5.687,9.793
152,0.396,33.856,33.239,45.672,28.485,9.834,5.727,9.753
153,0.419,34.083,33.131,45.682,28.488,9.916,5.727,9.793
154,0.435,34.238,33.177,45.682,28.488,9.835,5.646,9.712
155,0.461,34.211,33.239,45.634,28.471,9.672,5.483,9.548
156,0.475,33.712,33.154,45.672,28.488,9.751,5.684,9.628
157,0.52,33.88,33.231,45.672,28.478,9.712,5.646,9.507
158,0.537,34.054,33.131,45.672,28.474,9.589,5.605,9.384
159,0.563,33.835,33.258,45.662,28.478,9.547,5.564,9.464
160,0.58,33.872,33.178,45.71,28.495,9.71,5.807,9.465
161,0.616,34.064,33.294,45.682,28.482,9.548,5.688,9.424
162,0.619,34.171,33.17,45.691,28.485,9.466,5.646,9.261
163,0.632,33.635,33.212,45.663,28.488,9.424,5.686,9.219
164,0.652,33.726,33.279,45.672,28.488,9.383,5.687,9.137
165,0.659,33.918,33.166,45.672,28.481,9.22,5.646,9.014
166,0.652,34.035,33.185,45.653,28.471,9.259,5.645,8.972
167,0.675,33.749,33.15,45.672,28.478,9.178,5.645,8.972
168,0.704,33.919,33.243,45.672,28.481,9.177,5.645,8.891
169,0.692,34.045,33.193,45.672,28.471,9.096,5.564,8.809
170,0.685,34.161,33.177,45.672,28.481,9.258,5.726,8.889
171,0.731,33.673,33.243,45.701,28.499,9.3,5.768,8.809
172,0.721,33.822,33.209,45.691,28.482,9.178,5.687,8.767
173,0.741,33.977,33.158,45.71,28.488,9.259,5.687,8.726
174,0.741,34.113,33.169,45.692,28.481,9.178,5.687,8.726
175,0.747,33.798,33.275,45.672,28.485,9.177,5.646,8.644
176,0.77,33.948,33.139,45.643,28.471,9.096,5.523,8.521
177,0.757,34.132,33.13,45.653,28.481,9.217,5.644,8.561
178,0.764,34.181,33.161,45.672,28.485,9.137,5.564,8.48
179,0.77,33.693,33.204,45.672,28.471,9.136,5.563,8.398
180,0.767,33.87,33.224,45.662,28.478,9.136,5.604,8.397
181,0.764,34.064,33.197,45.691,28.492,9.258,5.767,8.6
182,0.764,34.123,33.232,45.682,28.482,9.137,5.647,8.277
183,0.783,33.731,33.131,45.682,28.485,9.136,5.686,8.314
184,0.774,33.899,33.266,45.672,28.488,9.095,5.605,8.315
185,0.777,34.054,33.213,45.682,28.488,9.136,5.726,8.234
186,0.78,34.085,33.158,45.653,28.478,9.095,5.565,8.111
187,0.771,33.653,33.231,45.643,28.478,9.095,5.645,8.109
188,0.806,33.85,33.185,45.672,28.481,9.054,5.605,8.109
189,0.8,34.006,33.197,45.653,28.478,8.973,5.564,8.028
190,0.784,33.892,33.169,45.681,28.471,9.013,5.563,7.987
191,0.79,33.661,33.157,45.682,28.478,9.013,5.645,8.068
192,0.797,33.879,33.235,45.701,28.488,9.054,5.686,7.987
193,0.797,34.006,33.15,45.682,28.485,9.013,5.646,7.986
194,0.794,33.758,33.2,45.672,28.485,9.135,5.686,7.946
195,0.79,33.813,33.185,45.672,28.485,9.258,5.646,7.945
196,0.806,33.967,33.216,45.682,28.488,9.3,5.686,7.783
197,0.797,34.103,33.037,45.653,28.468,9.26,5.564,7.659
198,0.794,33.644,33.168,45.681,28.488,9.503,5.604,7.698
199,0.787,33.774,33.208,45.672,28.478,9.506,5.645,7.618
200,0.803,33.919,33.193,45.672,28.474,9.587,5.605,7.576
201,0.8,34.045,33.263,45.643,28.471,9.751,5.564,7.616
202,0.807,33.624,33.166,45.681,28.488,9.915,5.766,7.698
203,0.81,33.793,33.216,45.653,28.485,9.916,5.687,7.496
204,0.816,33.919,33.291,45.662,28.481,9.957,5.646,7.494
205,0.826,34.035,33.112,45.672,28.481,10.039,5.686,7.412
206,0.81,33.615,33.219,45.672,28.488,10.121,5.646,7.371
207,0.81,33.783,33.17,45.662,28.475,10.081,5.564,7.289
208,0.807,33.9,33.232,45.653,28.481,10.243,5.645,7.329
209,0.816,34.035,33.22,45.672,28.481,10.286,5.686,7.248
210,0.82,33.624,33.162,45.768,28.481,10.245,5.687,7.288
211,0.8,33.821,33.212,45.644,28.478,10.245,5.727,7.166
212,0.8,33.967,33.193,45.681,28.485,10.286,5.727,7.328
213,0.81,34.093,33.232,45.71,28.488,10.286,5.727,7.207
214,0.816,33.682,33.256,45.682,28.481,10.164,5.687,7.165
215,0.829,33.851,33.186,45.672,28.485,10.204,5.727,7.206
216,0.83,34.006,33.193,45.682,28.481,10.123,5.768,7.247
217,0.826,34.094,33.017,45.691,28.488,10.122,5.768,7.044
218,0.817,33.644,33.199,45.643,28.468,9.837,5.606,7.001
219,0.82,33.841,33.247,45.672,28.488,9.916,5.686,7.041
220,0.813,33.977,33.186,45.653,28.478,9.794,5.768,7.001
221,0.839,33.978,33.224,45.653,28.478,9.793,5.647,6.879
222,0.826,33.518,33.115,45.653,28.481,9.753,5.727,6.918
223,0.839,33.724,33.247,45.672,28.495,9.955,5.89,7.041
224,0.852,33.861,33.213,45.653,28.475,9.835,5.77,6.96
225,0.859,34.361,33.17,45.653,28.485,9.712,5.85,6.96
226,0.843,34.634,33.239,45.653,28.481,9.833,5.891,6.96
227,0.833,34.781,33.189,45.681,28.488,9.794,5.851,6.919
228,0.826,34.897,33.279,45.634,28.475,9.671,5.769,6.756
229,0.807,33.259,33.17,45.652,28.481,9.873,5.85,6.836
230,0.836,33.214,33.232,45.662,28.478,9.876,5.81,6.796
231,0.833,33.395,33.244,45.653,28.478,9.916,5.891,6.714
232,0.826,33.512,33.185,45.633,28.478,9.916,5.851,6.794
233,0.839,33.667,33.22,45.681,28.488,10.161,6.054,6.958
234,0.865,33.851,33.154,45.672,28.485,10.082,5.975,6.838
235,0.853,33.987,33.239,45.643,28.481,10.04,5.933,6.755
236,0.846,34.084,33.201,45.672,28.478,10.04,5.892,6.836
237,0.843,33.318,33.048,45.662,28.485,9.958,5.933,6.796
238,0.859,33.502,33.207,45.662,28.481,9.917,5.933,6.673
239,0.84,33.628,33.205,45.614,28.471,9.794,5.933,6.713
240,0.856,33.764,33.248,45.633,28.474,9.834,5.974,6.672
241,0.853,33.411,33.166,45.633,28.478,9.712,5.893,6.591
242,0.846,33.599,33.177,45.633,28.478,9.63,5.892,6.59
243,0.856,33.754,33.204,45.624,28.485,9.751,5.973,6.712
244,0.869,33.861,33.197,45.662,28.499,9.955,6.055,6.632
245,0.856,33.383,33.162,45.634,28.478,10.12,6.015,6.631
246,0.859,33.589,33.079,45.643,28.485,10.569,5.974,6.55
247,0.853,33.754,33.203,45.643,28.488,11.021,6.015,6.671
248,0.849,33.842,33.232,45.633,28.485,11.472,5.974,6.631
249,0.856,33.344,33.197,45.604,28.478,11.721,5.852,6.428
250,0.853,33.531,33.251,45.748,28.478,12.333,5.973,6.548
251,0.875,33.696,33.182,45.634,28.481,12.705,5.933,6.508
252,0.872,33.726,33.255,45.604,28.481,13.034,5.892,6.508
253,0.85,33.496,33.131,45.614,28.478,13.322,5.973,6.508
254,0.866,33.705,33.243,45.671,28.495,13.691,6.137,6.67
255,0.879,33.822,33.267,45.615,28.488,13.735,5.976,6.591
256,0.879,34.073,33.194,45.614,28.481,13.817,6.015,6.509
257,0.866,33.481,33.13,45.623,28.485,13.899,5.974,6.508
258,0.895,33.667,33.11,45.614,28.492,13.819,6.015,6.63
259,0.843,33.803,33.211,45.595,28.478,13.737,5.852,6.428
260,0.866,33.478,33.127,45.595,28.481,13.695,5.973,6.507
261,0.892,33.446,33.227,45.614,28.478,13.695,5.974,6.467
262,0.882,33.618,33.213,45.604,28.481,13.532,5.933,6.467
263,0.866,33.745,33.138,45.595,28.481,13.531,5.933,6.507
264,0.895,33.362,33.239,45.614,28.492,13.612,6.136,6.589
265,0.899,33.483,33.088,45.614,28.485,13.369,5.976,6.468
266,0.879,33.628,33.153,45.614,28.481,13.366,5.974,6.507
267,0.879,33.774,33.22,45.623,28.492,13.325,5.974,6.508
268,0.892,33.305,33.213,45.614,28.488,13.366,6.055,6.427
269,0.899,33.444,33.236,45.595,28.478,13.204,5.893,6.304
